Entrez	syn.z_score
9064	0.28372
6885	0.33724
56911	0.11105
1326	-0.18146
4293	1.0585
4134	2.2077
11184	0.096972
5871	-1.6388
8491	-1.1973
11183	-0.5524
4135	-1.4083
79929	-3.0082
9053	0.010422
55700	-3.0342
79884	0.18997
5594	-0.73317
5602	0.67326
5600	-1.4988
6300	-1.7566
5603	0.64228
1432	0.408
225689	-1.0502
93487	0.20291
5595	0.17864
5596	-1.2258
5597	-0.55137
5598	-1.3649
9479	-0.21825
23542	-3.8323
23162	-2.2631
5601	1.0493
79109	1.3175
9261	-0.25425
7867	0.7918
8550	0.46858
23005	1.3099
22919	0.038828
10982	0.93098
22924	1.2762
4137	0.20612
162333	1.0889
441061	-1.8442
51257	0.10141
115123	0.0028372
57574	-0.43416
54708	0.59995
10299	0.87646
64844	0.014616
220972	0.71652
92979	-1.2249
4082	-4.9428
65108	-1.5992
8685	-0.86118
9665	-0.081323
4139	1.255
2011	0.57107
4140	0.88638
57787	-0.42945
4141	1.0678
92935	-0.06001
83742	0.24148
153562	0.90293
91862	-0.96938
4142	0.403
116511	1.2706
5648	0.42102
10747	-1.1927
22983	-0.7373
23139	0.8864
84930	1.7688
4143	0.29421
4144	-1.2176
27430	-0.41594
4145	-0.26126
4146	0.22892
4147	0.97338
4148	0.55266
9782	0.56823
23383	-0.27687
57506	0.82824
4149	0.79784
4150	-6.8868
4151	-0.39218
151963	0.33074
4152	0.51275
8932	-1.3981
53615	-1.4047
85509	0.28802
8930	0.28002
55777	1.4944
114785	-0.09053
51562	0.29082
4153	-0.35617
255374	-2.2162
153364	-0.62071
4154	0.54268
10150	-0.42233
154141	-0.26667
129642	0.084006
619373	0.77607
79143	-2.8069
4155	0.85056
54799	0.31431
8720	-2.5933
4157	-2.4505
4158	-0.88976
4159	0.72385
4160	-0.04436
4161	0.35588
4162	0.64205
27349	-1.0941
4163	-1.4125
56922	0.24885
64087	-0.027193
401250	-1.3648
84693	0.09034
199675	-0.59304
23263	-0.67231
23101	1.0659
90411	0.16032
2847	-0.038299
84539	0.24314
345643	0.11327
4170	-1.4202
55388	0.71158
4171	0.82791
4172	0.3796
8888	0.21947
4173	-0.7952
4174	-0.19613
4175	0.52201
4176	-2.6087
84515	-0.033607
254394	1.1593
79892	0.62843
157777	0.88752
57192	-0.20101
255231	0.21891
55283	1.5668
79648	-3.3146
348262	0.14029
84331	-2.4998
10445	-0.29532
55013	1.1281
9656	3.3338
4188	-0.63919
29969	0.069987
266727	-0.38991
161357	-0.089653
4190	-0.46909
130752	-0.098983
4191	-0.018113
4192	-0.8712
56890	0.015352
4193	0.57931
4194	0.37659
23195	2.2077
145553	-0.71042
4199	-0.54722
4200	0.86131
4201	-0.020879
64769	-0.79003
57707	-3.3346
2122	0.80606
51102	0.022058
5469	1.4299
84246	-0.14111
400569	-0.019977
9969	-0.073572
23389	0.90269
51586	-0.38709
10025	-8.7298
9440	0.078645
54797	0.54593
9477	0.31827
9412	-0.71118
6837	-0.39289
9439	0.78462
9862	0.25861
81857	-0.46365
9441	-0.27619
9442	1.2199
80306	-1.0945
55588	-0.56557
90390	0.68564
51003	-0.22945
29079	-1.0559
10001	-0.33503
9443	0.56344
112950	0.91527
55090	-0.049674
84935	-0.82405
100271849	0.18878
4208	1.624
4209	-0.22447
4210	-1.9783
84466	1.5976
84465	0.10543
1953	-4.1894
1954	-0.85073
1955	-0.82923
150365	-0.25455
101928601	1.2794
644890	-0.51835
254528	-0.31288
284071	0.77477
4211	0.26917
4212	0.75485
56917	-0.24137
9833	0.71049
4241	-0.60786
51072	1.6527
4221	0.29313
4222	-0.03008
4223	-1.4766
4224	0.39064
4225	0.86181
56257	-2.6668
10461	1.602
23184	-0.33256
55897	-4.5946
145873	-3.361
4232	1.0488
4233	0.52691
23173	-0.56449
254042	0.059649
10988	-0.10469
79006	-3.9736
284207	-0.91787
4234	0.037215
149281	0.11773
57721	0.83
196074	0.079822
79066	0.78095
64745	0.39613
92342	1.0021
151194	0.33791
196541	0.10484
79091	-1.2845
124512	-1.3708
728464	0.944
84190	-1.0286
51093	1.2476
84326	-3.3873
155368	0.12968
339175	1.7823
55798	1.4225
56339	0.66872
64863	0.89679
29081	-0.083635
131965	0.68402
25840	0.91394
196410	0.63903
79828	0.82149
51108	-1.5975
92312	-0.28668
84206	-4.5259
51320	-1.1478
399664	-5.5437
4236	0.56861
4237	0.96014
4238	1.0058
9848	0.22257
4239	-0.47882
8076	-0.94558
56947	1.5061
4240	-0.30926
9258	-6.8592
55669	0.1591
9927	1.1836
4242	0.98555
83552	-1.1028
64747	-0.062749
10227	-3.0432
126321	-5.0626
79847	0.80276
64645	-0.25561
84641	-0.43706
84278	0.278
84879	0.74173
388931	-0.2406
113655	-4.916
148808	-0.1367
91749	0.80738
84975	0.39837
54842	1.4144
162387	0.11291
256471	0.77742
84804	-0.92495
8972	1.1698
84709	0.57902
4245	-1.8434
4247	-0.1933
4248	-1.4717
11320	-0.0042
11282	-1.822
4249	1.0565
146664	-0.23306
11343	0.94689
92667	0.92302
4255	-0.4265
4256	0.26443
23295	-3.9595
4257	1.1183
4258	-0.54
4259	1.4892
8190	0.90675
375056	1.4304
57534	-0.35814
142678	-5.7794
100507436	0.7822
64780	0.76053
9645	0.22538
57553	-0.76509
85377	-0.63595
79778	-5.2003
4277	1.2862
440574	-0.77146
100532736	0.47841
125988	0.045517
10367	0.4548
221154	-0.8769
286097	-4.4681
54471	0.75664
125170	-0.45683
84299	-0.39884
57708	-0.16078
54531	-2.161
166968	1.4259
4282	-1.6236
57409	-0.92567
84895	0.72866
60672	-0.072285
284021	0.45311
23251	-0.18431
100127206	-0.83664
54629	-1.648
80013	-0.34228
84182	-0.13034
50488	-3.2599
9562	-0.15146
54468	-0.47086
55586	-0.51359
4284	0.67904
4285	-1.5245
145282	0.0084079
79003	-0.24493
54069	-1.0073
55320	1.6513
126353	-1.3033
129531	0.4307
4286	-0.13255
131076	0.026466
83881	-2.7165
4288	0.070287
8195	-0.054281
4289	0.13341
8569	1.1709
2872	-3.4237
23608	-1.0232
23609	-0.091584
100129480	-0.45827
7681	-1.2603
54903	0.93808
283078	-0.013099
2315	-0.126
23209	0.7349
9761	0.027849
4291	0.937
8079	0.55245
4292	0.20291
27030	2.1885
90523	-0.50039
197259	-1.0353
4298	-0.4709
8028	-0.70851
10962	0.52217
4300	-1.3609
4302	-0.092891
4295	-1.1461
2862	-1.9609
79083	0.68729
64223	-2.1509
6945	0.17806
22877	-0.16714
51085	-1.34
23417	-3.5909
166785	1.3999
326625	0.10317
25974	-0.047631
27249	1.6492
23531	-0.25275
221938	-0.65419
4311	0.59626
79258	0.48416
4312	-0.96715
4319	-0.59018
4320	0.59157
4321	-0.40577
4322	0.69379
4323	0.049544
4324	-1.1424
4325	0.63674
4326	-1.1212
4327	1.1527
4313	-0.31938
9313	-0.55295
118856	-2.0632
8510	-3.8889
10893	0.45
111089941	0.43625
64386	-2.7372
56547	-0.089154
64066	-0.36914
79148	-1.1475
4314	-0.053031
4316	-0.6118
4317	-1.2823
4318	-0.34197
22915	-0.92834
79812	-1.1816
64210	-0.28699
253714	0.019707
4594	1.0944
4330	-3.8415
4331	0.22549
84057	0.64921
4332	-0.18168
55329	-0.41903
4335	-2.8713
3110	-2.2059
64112	0.91958
55233	-0.13665
92597	0.92285
81532	-0.45792
126308	0.59966
79817	-0.24201
148932	1.2196
25843	-0.16311
55034	-0.12975
4337	0.1201
4338	-0.19667
27304	-0.34821
4340	1.3525
116255	0.061322
80168	0.63908
346606	-0.94201
7841	-0.89374
5891	0.10571
22879	-1.9889
23041	1.3397
27136	0.23453
22880	1.6753
23515	0.038819
10933	0.78906
79906	-1.1755
729967	-0.5038
283385	0.28782
118812	1.2089
254956	0.25082
4342	0.94566
730094	-0.27125
64598	0.37703
54456	0.086133
26002	-0.90254
51660	0.19825
25874	-0.78238
9526	-0.090422
8777	-2.8744
219972	0.0083537
4350	-1.4103
10199	0.58501
10200	-1.9416
54737	0.29864
10198	1.5512
4351	1.2281
80739	0.34842
4352	1.9617
136647	-2.6412
84954	-2.3589
4353	0.21386
4355	0.5023
4356	-0.42866
58538	-0.2086
143098	0.0088181
65258	0.90388
758	-0.002419
744	0.58236
23164	1.8104
4357	-1.0446
4358	0.18004
255027	-1.3755
84769	-0.84394
4359	0.68244
9019	-0.50512
10205	0.8346
196264	0.6489
3140	0.44328
56246	0.29908
112609	-0.13388
22808	0.40816
9902	-0.3617
4361	0.39868
55686	-0.2214
93621	-0.80579
114932	-0.13934
55257	-1.1798
116512	0.057281
116534	-1.7685
116535	-2.1285
386746	-1.0232
259249	-1.5222
117194	0.1121
117195	-0.63659
117196	-0.44285
84245	-0.15585
79922	0.53966
29960	-0.17539
55178	0.33813
51149	-1.1948
83876	0.21097
727957	-0.79782
133558	-1.4411
642475	-4.745
374977	0.89248
140699	0.60571
80133	-0.63726
65008	0.27527
124995	0.20673
65003	-0.61645
6182	-0.59081
28998	-0.51069
64928	-0.13353
29088	0.39666
54948	0.84262
63875	-0.45058
29074	0.08898
9801	-1.5815
51069	0.36596
55052	-1.8304
219927	0.4314
29093	0.10249
6150	0.51663
79590	0.78799
51264	-0.14798
10573	-3.9703
11222	-0.92411
51263	-0.10945
64983	0.46256
9553	0.44613
64981	-0.52667
51318	0.19281
64979	-0.96035
51253	0.79276
64978	-1.4785
54148	-0.11015
51073	-0.10721
64976	-0.80786
64975	-0.99757
28977	1.0637
65080	-0.34957
84311	1.2109
26589	-0.45311
57129	-0.52888
51642	-0.76293
740	-0.71868
54534	0.12134
51258	-0.13853
122704	0.81073
116540	-0.83597
116541	-0.65986
128308	1.1918
78988	-0.81983
3396	0.078308
65005	-0.64476
55173	-0.1892
64963	-0.15127
6183	0.095576
63931	0.79307
64960	0.072781
51021	-0.43701
51373	0.47989
55168	-0.83067
28973	0.56939
51023	-0.88878
51116	-0.20519
54460	0.13097
56945	0.02723
51649	-1.1298
64951	0.11833
64432	-0.47405
64949	-0.62915
23107	-0.1579
28957	-1.3369
10884	-1.1013
10240	-0.043824
51650	0.013307
65993	-3.0763
60488	-0.12919
92259	1.0226
64969	0.088392
64968	-0.27933
51081	-0.56139
64965	0.22179
92399	0.20137
57380	-0.27183
57591	-3.0624
57496	0.18512
51154	0.021871
931	-0.24776
341116	-0.18253
54860	0.37967
503497	-0.70644
84689	0.023885
219995	-0.13829
2206	-0.2625
932	0.94835
51338	1.01
64232	-0.59795
64231	0.1553
245802	-0.040802
58475	0.16813
83661	-0.22211
345222	-0.57282
79684	-1.095
91283	0.08596
100526694	-0.0153
84437	0.73284
9242	-1.9633
343930	-0.040211
4436	-1.2266
4437	0.056093
4438	-0.048353
4439	2.3278
2956	-4.7675
4440	-0.87675
124540	0.15337
339287	-0.96771
55167	-0.68717
10232	-2.3478
4477	0.36309
6307	1.4808
692094	0.28218
4481	-1.7835
4482	-2.6877
51734	-0.19488
22921	-0.71452
253827	0.93826
118490	1.7315
4486	1.0062
2660	-0.15915
55154	1.5603
4487	-2.2786
4488	-0.44772
4489	0.28996
4490	0.74401
4493	-0.86056
4494	0.2409
4495	-0.15877
4496	-0.15249
645745	-0.10041
4499	0.30164
4501	0.42258
4502	0.36698
4504	-0.097538
84560	-0.59904
9112	-0.35674
9219	0.35301
57504	-1.1386
4507	-0.71329
64757	-0.80862
54996	-0.4126
27085	0.7937
23787	-1.5797
23788	0.98456
92140	-0.52636
7978	0.89614
80298	0.51809
51001	0.72246
130916	0.78143
4520	1.1351
22823	0.84683
123263	-1.3552
51537	0.52044
9650	-0.067681
56181	-0.22045
113115	0.48342
92170	-1.7014
26164	0.10954
4522	1.0139
25902	0.74064
10797	-0.2676
441024	-0.75454
4524	0.35912
10588	-0.55237
64779	-0.65278
4528	-0.54905
219402	0.20354
54893	-1.1729
10903	0.31418
54545	1.0596
64419	-0.76434
8898	0.96361
8897	0.57031
9110	2.0785
9107	0.40715
9108	-2.1159
66036	-3.2738
4543	0.31303
4544	-0.44364
25821	1.0164
2475	1.4185
55149	0.3974
136319	0.41308
4548	0.34533
51250	0.56232
23517	0.042887
9617	1.234
54516	0.51006
91574	0.37252
100288485	
100463487	-1.1938
4552	-0.71932
9788	1.0672
92154	-5.4429
4547	1.5328
222166	-0.69196
23281	-0.1587
4580	-1.5647
10651	-0.65551
345778	-0.42756
4582	-0.089855
10071	3.2787
56667	1.32
143662	0.46479
94025	-3.0939
140453	-4.1511
283463	3.9063
4583	-2.979
200958	0.94667
394263	2.035
100507679	0.71841
4584	-7.4633
4585	-5.0021
4586	-0.062162
727897	-3.8728
4588	-0.62057
4589	1.9602
100129528	2.7397
118430	-0.48163
135656	2.8131
79594	-0.13686
80198	-0.085751
4593	0.51907
389125	-0.10981
4595	1.3995
93343	0.035788
89853	0.43711
4597	-2.4407
4598	1.4077
9961	0.19835
4599	0.60377
4600	-0.32743
4084	0.2579
10608	-2.2177
4601	-1.0323
439921	0.18187
54587	-4.2544
91663	-0.24548
255275	-0.22779
4602	0.9721
10514	-4.1246
4603	0.61693
4605	-0.20917
4604	0.61133
4606	-0.51114
4607	-1.6331
4608	0.23162
343263	-0.073892
4609	-0.1567
26292	0.31406
23077	1.2994
84073	1.3535
4610	-0.42436
4613	-2.2322
4615	0.39908
56005	-0.82687
50804	1.8357
26579	-0.26262
4617	-0.30674
4618	0.50577
60314	-0.28717
4619	1.7935
4628	2.0327
4629	-0.21595
8735	1.0483
79784	-0.33841
22989	0.85227
4620	1.9202
4621	1.6001
4622	1.9591
4624	1.1143
4625	1.205
57644	-1.4544
4626	1.879
4627	0.83696
4632	-0.52997
93408	0.0067987
10627	1.3484
103910	1.0111
4633	0.14214
4634	0.49217
4635	1.0421
4636	-2.3784
4637	-0.11064
140465	0.72924
58498	0.46389
10398	0.59407
29116	0.39055
4638	1.9468
85366	-0.055299
91807	0.35309
340156	0.67209
29895	0.74698
389827	0.24482
55892	0.85526
4651	-1.1739
51168	-0.29157
23026	-1.5323
399687	1.8883
84700	-0.86554
80179	-1.3392
4640	1.1632
4430	0.62705
4641	-1.6698
4642	0.017884
4643	-1.6921
4542	0.35844
64005	0.49624
283446	0.36252
53904	1.1987
140469	0.81268
4644	1.3939
4645	0.079205
55930	1.3411
4646	0.738
4647	-1.851
4649	1.2858
4650	-0.24062
4653	0.64377
93649	0.58188
4654	-1.52
26509	0.93899
4656	0.23504
8736	0.7446
9172	-3.8119
127294	-0.0081162
57462	-2.1186
9499	-0.016782
58529	0.47287
51778	1.1101
91977	0.35255
84665	0.12252
339344	-3.2496
745	0.10973
196446	0.91376
25924	0.64954
114803	0.085131
4661	1.7823
23040	1.5194
100820829	-1.9105
51237	-0.83895
7593	-3.3056
440145	0.21023
653784	-0.1464
80097	-0.16345
9683	-0.10056
55728	1.9176
90634	0.30532
23138	-0.049055
29104	-0.97472
84779	-0.052128
80155	0.057449
79612	-0.36287
51126	-0.21763
80018	1.4068
122830	-0.43582
60560	0.28539
84316	-0.92702
79829	-0.79842
80218	1.0907
79903	-0.60173
24142	0.26731
27163	0.12919
10003	1.1343
10004	1.2697
254827	-0.082373
4664	0.7586
4665	-2.1682
64859	0.91542
79035	-0.19826
4666	-0.23074
342538	-0.36101
23148	0.76276
112939	-0.4438
138151	-1.1645
65220	-0.2033
133686	-1.0376
55191	-0.18989
8883	0.17122
92345	-0.82104
4668	1.2805
55577	0.35161
4669	-0.77668
51172	-3.1964
162417	-0.99054
203245	-0.035962
4671	-0.013513
259232	0.82182
728215	-0.48807
10135	1.5072
79923	0.68843
360030	-0.51011
388112	1.0505
340719	-5.2079
339345	0.32054
342977	-0.20951
140838	-0.76026
54187	0.90868
4673	0.67896
4676	-0.38292
266812	-0.86685
8775	0.14427
63908	-0.14444
222236	1.0041
8774	-0.80012
93100	-2.827
9476	0.82617
26502	0.74104
4677	0.68528
79731	0.2588
4678	0.67592
9	-0.71131
55226	0.50262
57106	-2.8666
375607	-1.2332
10	-0.25341
9027	-0.58989
339983	-2.7886
26151	0.19654
256302	-0.42744
89796	1.8811
89797	0.099667
89795	-0.56012
55739	-0.34999
128240	0.6901
51594	-0.76212
26960	0.97411
65065	0.28953
23218	0.33512
4681	0.51524
4683	-0.36364
55672	3.4354
100132406	-1.5516
200030	0.037104
149013	-1.7461
25832	-0.13203
101060226	-2.9424
100288142	-4.9105
101060684	-1.8778
84224	1.5032
148545	0.5991
653149	1.7803
728841	0.21351
400818	-1.8789
4077	1.0943
83988	0.22846
4684	1.1296
4685	0.078847
1463	0.88345
9918	1.9741
23310	-2.0097
64151	1.2001
54892	0.043753
23397	1.296
29781	-2.1307
4686	0.5113
22916	-0.69482
55421	0.022378
342897	-0.74949
23154	1.1079
57552	0.39572
653361	1.9569
4688	1.5808
4689	-0.65281
4690	-0.021836
8440	-0.98685
10787	-0.11615
3071	1.2644
344148	0.32957
57701	-1.8819
51517	-0.86391
4691	-1.0249
56926	-2.5412
400746	1.0191
8648	1.3038
10499	1.0624
8202	1.8477
8031	0.78362
57727	0.59006
23054	1.1942
135112	0.75579
9611	1.5691
9612	-4.0456
9437	-0.76838
9436	-0.22453
259197	0.75824
374383	0.85963
23413	0.53016
23385	1.1688
55706	-0.11031
10403	0.68676
54820	-0.090367
81565	1.3891
80762	0.067972
54602	-1.5388
4692	-2.6789
79625	0.62766
27158	-1.274
10397	-0.14123
57447	-0.17688
57446	1.534
3340	0.80797
8509	1.2777
9348	1.1572
64579	-0.21891
4705	-0.41094
126328	-0.4762
55967	-0.24676
51079	-0.42203
4695	0.34232
4696	0.71769
4697	-0.3119
4698	0.3927
4700	0.050325
4701	-1.1259
4702	0.44628
4704	0.087936
4706	-0.36992
51103	1.4787
91942	0.52955
25915	-0.17568
29078	0.068601
79133	-0.093423
137682	-1.9762
55471	-0.8183
284184	-1.5994
4707	0.69514
4716	-1.4218
4708	0.27715
4709	0.86659
4710	0.11291
4711	0.31906
4712	-0.40499
4713	-1.3619
4714	0.51967
4715	0.52984
4717	-1.4636
4718	-0.4793
100532726	-0.28982
4719	1.0088
4720	1.0532
4722	-0.47593
4724	-1.2093
4725	0.65892
4726	-1.6113
374291	-0.95786
4728	0.22285
4723	1.3054
4729	0.4305
4731	0.47291
4703	1.7637
10529	-0.24906
64168	-0.64677
54550	-5.0763
63941	-0.78939
25977	1.1146
55707	0.68393
5818	0.89533
5819	-0.14716
25945	-1.0695
81607	0.42556
121441	0.23547
4734	1.3247
23327	0.71208
4738	0.26262
4739	1.0835
4744	-0.98815
4747	-0.56217
4741	0.27364
257194	-0.54833
79661	-1.4018
252969	-2.3386
55247	0.015503
4750	-0.37874
79858	0.19451
4751	0.73338
4752	0.056438
6787	0.66357
10783	-0.10481
140609	0.39283
284086	0.46788
91754	0.59266
7469	-2.7946
25920	-2.6416
51497	0.05699
7936	0.91769
4745	0.23205
4753	0.47488
9147	-0.066899
23306	0.26339
100131211	-0.58055
29937	0.3144
4756	0.96086
25871	0.85875
10763	-0.46368
10276	0.79262
81832	0.3444
81831	0.50279
4758	1.6562
4759	0.82577
10825	0.81077
129807	-1.7682
54492	-4.9309
140825	-0.30273
93082	-2.0615
84461	0.62836
4760	0.077084
4761	-1.4123
58158	0.14226
63974	-0.82789
4762	-1.9011
63973	-1.5256
50674	-0.74772
91624	-0.047369
4763	2.0349
4771	0.13707
150372	-1.0209
23114	1.1274
10725	1.0058
4772	-2.179
4773	-0.56919
4775	-0.6437
4776	-0.20453
4778	0.079076
4779	0.14092
4780	0.80849
9603	-3.7645
4774	0.44515
4781	-1.4961
4782	-0.26863
4783	0.56911
4784	1.8042
4790	0.47587
4791	-0.1941
4792	-1.8262
4793	-0.40179
4794	0.14306
4795	-0.10892
64332	-0.83941
4798	-0.29958
9054	-0.13667
27247	-0.89184
4799	0.37005
152518	-0.099617
4800	0.46832
4801	-0.15608
58157	-1.0346
25983	-0.010789
25791	0.15856
4803	-0.1063
4804	-0.050832
55768	0.18906
51335	0.2346
79840	-0.41539
4807	-0.30675
4808	-0.2228
378884	-0.29217
374354	-0.19569
387921	-0.54846
283948	-0.18555
55651	-0.24009
116496	0.010784
64855	0.24038
199786	-1.1339
84276	0.4218
4811	0.55664
22795	-0.1654
60491	1.1341
84365	-0.11364
167359	-0.44204
51199	0.95856
4814	-0.34387
4815	-0.73751
22981	-1.1847
51388	-0.53147
123606	-1.4277
81614	-0.17138
152519	1.064
79815	-0.71665
57185	0.94945
348938	1.4834
25836	0.70368
8508	-0.076404
2631	-0.61648
25934	0.081783
55335	0.082651
11188	0.58605
4817	0.6011
56954	0.29707
79570	-0.37388
154215	0.64394
286183	0.11554
128414	-0.92936
55216	1.2843
222698	-0.04863
85407	-0.34706
85409	-1.5009
4818	-0.075488
28512	-0.36269
28511	-0.44151
284353	-3.1163
4820	-0.34803
390010	-3.1042
7080	-1.4118
4821	-1.5756
159296	-2.7139
644524	-5.4487
1482	0.036867
137814	-1.351
26257	-3.3073
4824	-2.3278
579	-2.8261
4825	-3.7454
84504	-2.6302
157848	-0.71316
54475	0.64726
22871	0.72206
57555	-1.0242
51701	0.48466
57486	0.6364
197358	-2.2004
58484	0.62752
22861	1.2678
338322	-0.24941
91662	-0.25443
338323	-0.45971
55655	-1.9739
114548	-0.61231
147945	-1.2368
126206	-2.7536
171389	-3.1006
126205	0.38232
338321	-1.3464
79671	1.7823
4828	-0.93962
4829	-0.087337
51068	-0.59826
4830	0.19232
4831	0.12385
4832	-3.4893
4833	-1.4302
8382	1.0439
10201	1.7449
29922	0.22868
51314	-0.71767
347736	0.84243
9111	0.54319
64802	0.73853
23057	0.36057
349565	0.8901
57407	0.41007
54981	1.157
129521	-1.3036
4836	0.52545
9397	0.31807
10874	-0.52459
10316	0.38254
56923	0.19999
4826	-0.16583
4837	-0.10812
23530	1.1675
84273	-0.62384
28987	-0.50398
135935	-0.30012
26155	-3.5324
64318	0.29504
79050	-4.8756
25819	-0.96036
10392	1.0912
64127	0.1242
4838	0.24684
9241	-0.3929
79954	-0.087644
25926	0.67933
79159	-1.0376
8996	0.18932
8715	0.27497
140688	-0.62673
65083	0.93518
51406	-0.74362
55035	1.5193
79707	-0.50001
9221	-0.27202
64434	-1.0957
23420	4.3493
283820	3.3384
408050	2.9533
55505	0.46256
8602	0.063538
51491	0.40721
4839	0.28735
29997	-2.2448
10528	-0.62815
51602	-0.38407
161424	0.13206
121053	0.03874
4842	1.0698
9722	0.3399
4843	0.86509
4846	-0.47993
51070	-0.23368
115677	-0.44664
4851	-2.4027
4853	1.594
388677	
100996763	1.6483
4854	-1.3625
4855	1.3842
344022	-1.1493
147111	-2.4996
4857	-1.3543
4858	-1.2128
50508	0.40386
50507	-0.85823
79400	0.086456
10811	-2.4686
124056	-3.7494
23742	-0.68279
4861	-2.4275
4862	0.87543
64067	-2.3678
266743	-0.3327
4863	0.50817
256933	-2.6724
2831	-1.3605
2832	0.88614
4864	-0.14671
29881	0.62867
10577	-0.40618
56654	-2.1563
79716	-2.4355
9520	1.545
8620	0.25024
64106	-2.2432
10886	-0.08952
4867	0.9126
27031	0.62164
261734	-0.53866
4868	0.15124
7827	-1.0765
9284	1.9407
642799	1.5175
642778	0.34209
100288332	0.9871
728888	0.58025
440353	2.0492
729978	-0.30526
23117	1.5948
440345	2.4924
100132247	3.1483
728741	1.1828
728734	-0.84171
100507607	0.011625
80896	0.40697
55666	-0.93339
4869	-1.1917
10361	-0.84744
10360	-1.0065
255743	0.55583
4878	-0.071433
4879	0.80356
4880	-0.5118
4881	-0.44956
4882	1.2297
4883	0.0078059
10641	0.81678
8131	-0.98127
594857	-0.44006
387129	0.15226
27020	0.67096
4884	-0.81528
4885	-1.4431
23467	-2.199
64111	0.87353
283869	-3.1994
4852	0.6977
4886	0.089203
4887	-0.59004
5540	2.3485
100996758	1.8468
4889	0.74649
1728	0.87383
4835	0.50593
8431	1.0928
9572	0.16786
9975	-0.82369
7376	-1.7443
10062	0.1871
9971	-0.26886
8856	-0.044658
9970	1.3188
7181	0.3324
126382	-0.83859
7101	0.21942
10002	-1.136
7025	-0.28185
7026	-0.77401
2063	-2.9247
2908	1.2636
4306	0.47482
3164	0.17202
4929	-0.23846
8013	-0.9485
2516	0.065712
2494	0.28054
2649	-0.36285
4892	1.0498
441478	-0.87681
4893	0.05314
29982	0.79005
29959	0.66403
340371	-2.0229
4897	1.0648
4898	1.2728
55051	1.528
9315	0.23795
4899	0.93936
3084	0.42101
9542	-2.1604
10718	-0.70488
4900	-0.38546
8204	-0.19951
83714	0.43728
56675	-1.0552
4901	-0.74043
11270	0.16531
51299	0.14809
123904	-1.1821
8829	-0.13224
8828	-0.16889
375387	-0.67879
140767	1.116
80023	1.1261
4902	-3.1139
9378	-3.1378
9379	-1.5238
9369	0.047825
10412	0.63953
64324	2.1855
7468	0.14039
54904	2.2935
4905	1.3862
55968	0.43431
51617	-0.24382
25936	0.29865
8439	1.0648
197370	0.67064
286053	0.2781
56160	-1.6078
54780	-0.45412
26012	-2.5479
84081	0.26517
54888	-0.026845
63899	0.072451
387338	1.0476
55695	0.32664
221078	-0.076774
79730	1.1104
30833	-2.7439
84618	0.92371
93034	0.11853
100526794	0.16482
22978	0.12013
51251	-0.090021
115024	-0.49095
221294	-0.77961
64943	-0.18684
51559	0.19012
284958	0.092634
4907	0.52084
56953	-2.9694
123803	0.1579
55093	-1.0502
4908	0.0034948
4913	-0.57354
50863	0.10145
28989	0.25183
9423	-1.2732
4917	-2.3739
59277	1.1236
126147	-2.8853
22854	0.57824
84628	-0.02125
84284	0.39754
4914	-0.83758
4915	1.4506
4922	-0.2829
4923	-0.17184
23620	-2.6612
9891	0.40819
81788	0.77509
51667	0.44761
4682	-1.26
10101	-0.97372
80224	-0.54076
4924	0.67302
4925	0.13758
64710	0.19197
10726	0.3549
84955	-0.10662
134492	-0.73845
23386	0.13536
4521	-0.76557
83594	-0.65695
25961	0.70757
256281	0.085303
55270	-0.97541
131870	-0.30192
84309	-7.2865
200035	-1.3006
79873	-1.8474
390916	-4.6371
318	0.2921
11051	-0.94008
84304	-0.484
11165	-0.17005
11163	-0.33561
11164	0.83924
11162	0.068219
283927	-0.90656
254552	-0.92102
53343	0.23399
83540	0.42599
26747	-0.14788
57532	-0.17428
389643	-0.14992
4926	1.3138
8650	0.28009
9253	-0.57153
57122	1.2568
55746	-0.55988
9972	0.40201
9631	0.39145
23511	-0.053521
23165	0.85272
23225	-0.075295
91181	1.6674
8021	0.12557
129401	-0.472
79023	0.48327
11097	-0.13534
348995	0.91386
10762	0.39414
53371	0.53894
9818	-0.41647
23636	0.24779
79902	0.056768
4927	0.13235
9688	0.34158
4928	0.14013
26471	0.5963
389493	-0.29673
116150	-0.34755
51203	-0.54547
10204	0.49125
256646	1.618
728118	4.0793
729262	5.8416
728130	3.1628
54754	2.4288
441457	2.8998
4931	0.3593
284434	0.9294
57495	2.4999
10482	0.68551
64359	-1.9898
115861	-0.57786
120406	0.18692
91775	0.19844
54827	-0.24276
30010	-0.66132
11249	-1.1867
11248	1.8131
11247	-1.9658
29107	0.99657
222950	-2.7114
57624	-0.51114
57523	0.24891
220323	-0.35432
221443	-0.42374
4938	1.3968
4939	0.33849
4940	0.80248
8638	0.40759
4942	1.0437
4946	-3.524
4947	-0.49953
51686	0.8863
79596	0.16846
29991	-0.12706
29989	0.74732
84033	-1.6019
23363	-1.7136
729330	-1.6665
4948	0.57116
79629	-1.5647
54940	-0.48338
132299	0.22923
100506658	2.0868
4951	0.7844
128506	-0.70259
93233	1.48
55130	0.93395
115948	-0.25689
83538	0.82728
54959	-1.1538
152816	-0.76249
4953	0.21801
4956	0.53495
4957	1.4221
57489	0.0046464
113746	-1.0798
440836	-2.2976
161753	0.56421
284451	-1.7008
146852	0.031811
54953	-0.34394
10724	-0.75682
4967	1.62
