Entrez	LOEUF
642475	-0.84093
374977	1.5487
140699	1.8263
80133	0.017106
65008	1.4545
124995	1.0819
65003	-0.09009
6182	1.2811
28998	-0.99778
64928	0.58567
29088	0.61411
54948	1.0702
63875	0.9128
29074	1.1793
9801	0.020555
51069	0.99775
55052	0.08022
219927	1.562
29093	1.062
6150	0.53242
79590	2.1303
51264	2.3652
10573	0.020036
11222	0.16452
51263	1.1637
64983	1.3154
9553	1.2106
64981	-0.89405
51318	0.58622
64979	0.76187
51253	1.5811
64978	-0.21511
54148	0.61878
51073	0.38348
64976	0.99701
64975	0.1798
28977	0.76674
65080	0.74505
84311	2.259
26589	0.88821
57129	-0.11721
51642	2.0758
740	1.1756
54534	1.2112
51258	2.0435
122704	0.80307
116540	0.51135
116541	0.94739
128308	1.1291
78988	-0.33502
3396	1.359
65005	0.14256
55173	0.37555
64963	-0.40083
6183	0.2361
63931	0.67401
64960	0.81979
51021	1.5909
51373	1.4441
55168	0.13373
28973	0.92568
51023	-0.50772
51116	0.93293
54460	0.42996
56945	1.7649
51649	1.0572
64951	1.2448
64432	0.87188
64949	-1.9539
23107	0.85003
28957	-0.19888
10884	0.2314
10240	1.2974
51650	0.13079
65993	-1.1235
60488	0.82744
92259	0.63192
64969	2.3068
64968	1.3589
51081	2.317
64965	0.35875
92399	1.0684
57380	1.6434
57591	5.3682
57496	6.2313
51154	3.2174
931	1.4613
341116	-0.021568
54860	-0.69581
503497	0.53295
84689	0.10814
219995	-0.24434
2206	0.793
932	0.99341
51338	0.29033
64232	1.0719
64231	0.38945
245802	1.307
58475	0.38079
83661	-0.085272
345222	2.1866
79684	3.2212
91283	2.7262
100526694	4.1935
84437	2.9541
9242	-0.68143
343930	2.0371
4436	3.682
4437	1.2182
4438	0.47972
4439	2.6615
2956	2.7704
4440	3.7143
124540	2.8412
339287	4.1451
55167	4.9012
10232	-1.5789
4477	0.30801
6307	1.7914
692094	1.5419
4481	-0.4766
4482	-3.7874
51734	0.30771
22921	-0.055691
253827	1.5304
118490	0.94263
4486	1.5346
2660	3.2042
55154	2.1443
4487	0.70229
4488	1.3963
4489	-0.0702
4490	1.3861
4493	0.68695
4494	-0.4412
4495	0.30896
4496	0.44721
645745	-0.6423
4499	-0.76725
4501	0.72535
4502	1.1155
4504	0.77007
84560	-0.39455
9112	7.1145
9219	6.0815
57504	3.3633
4507	-0.4358
64757	0.52008
54996	0.76623
27085	1.2521
23787	2.769
23788	2.5195
92140	3.6318
7978	0.56293
80298	1.3171
51001	0.40809
130916	1.297
4520	4.787
22823	5.3838
123263	0.10171
51537	-0.41018
9650	1.877
56181	3.0089
113115	-0.29513
92170	1.0438
26164	1.17
4522	5.0162
25902	2.489
10797	1.487
441024	0.74284
4524	2.3362
10588	1.454
64779	-0.77
4528	1.2885
219402	1.4268
54893	2.0896
10903	1.4214
54545	5.5604
64419	3.6568
8898	2.0314
8897	7.2442
9110	7.4841
9107	2.6361
9108	0.60108
66036	2.801
4543	-0.88643
4544	-0.88372
25821	2.5946
2475	11.575
55149	3.3081
136319	1.7218
4548	4.925
51250	1.0635
23517	3.3075
9617	1.324
54516	0.58789
91574	0.80082
100288485	
100463487	-0.52469
4552	1.8787
9788	5.7858
92154	3.3054
4547	3.8136
222166	1.1162
23281	5.1623
4580	1.8388
10651	1.1113
345778	1.5762
4582	1.4604
10071	0.23764
56667	2.2707
143662	0.33216
94025	6.4504
140453	-0.90969
283463	2.044
4583	4.6438
200958	0.31523
394263	0.1101
100507679	2.1433
4584	-0.78513
4585	1.9862
4586	0.34247
727897	9.9373
4588	-0.64272
4589	0.55041
100129528	1.1664
118430	-0.30605
135656	3.1135
79594	0.6579
80198	0.63593
4593	2.9463
389125	-0.56204
4595	1.2657
93343	0.59668
89853	3.4268
4597	-1.9047
4598	1.4978
9961	1.8263
4599	0.35612
4600	2.6047
4084	2.1896
10608	0.34927
4601	2.0564
439921	-0.70039
54587	-1.2725
91663	1.4869
255275	-0.32293
4602	4.9206
10514	-0.87893
4603	4.2486
4605	4.758
4604	6.6393
4606	0.40973
4607	2.1911
4608	0.39166
343263	1.1369
4609	5.0247
26292	1.994
23077	14.011
84073	3.8997
4610	2.8889
4613	3.7225
4615	2.5499
56005	-0.3277
50804	3.4438
26579	0.31231
4617	0.53756
4618	0.6014
60314	0.96602
4619	0.98052
4628	10.302
4629	9.2616
8735	3.1129
79784	5.4925
22989	1.174
4620	5.4329
4621	6.3089
4622	2.1973
4624	5.8176
4625	5.7263
57644	1.2151
4626	4.1111
4627	11.809
4632	1.2227
93408	1.0831
10627	0.59141
103910	2.2944
4633	0.87959
4634	2.047
4635	1.2163
4636	-1.1581
4637	0.27874
140465	1.126
58498	-0.46979
10398	1.5192
29116	2.4879
4638	5.895
85366	3.4989
91807	1.7373
340156	0.61731
29895	2.4508
389827	1.3712
55892	3.6891
4651	5.8554
51168	3.1561
23026	5.4873
399687	8.3454
84700	2.5088
80179	-0.55637
4640	1.4045
4430	5.2637
4641	3.0178
4642	3.0605
4643	5.5142
4542	6.2123
64005	3.6558
283446	1.7155
53904	1.1481
140469	1.361
4644	7.6311
4645	4.9177
55930	2.5612
4646	5.9214
4647	1.4641
4649	8.4374
4650	7.6851
4653	0.044161
93649	5.6301
4654	-0.51975
26509	2.1118
4656	2.1996
8736	2.2842
9172	-3.7414
127294	2.0761
57462	0.34722
9499	1.7792
58529	1.4385
51778	1.3014
91977	1.2618
84665	4.8619
339344	-0.56012
745	7.7244
196446	2.009
25924	4.0929
114803	4.0817
4661	7.7995
23040	8.4432
100820829	0.68707
51237	0.63863
7593	0.70139
440145	-0.32676
653784	0.42758
80097	-0.43661
9683	4.4227
55728	3.4047
90634	1.6902
23138	1.1281
29104	-1.1284
84779	0.31693
80155	4.1231
79612	1.3951
51126	0.32708
80018	5.8817
122830	3.5222
60560	5.2598
84316	-0.4741
79829	1.6247
80218	2.0835
79903	2.7717
24142	1.1845
27163	0.76539
10003	0.12885
10004	0.8348
254827	0.61236
4664	3.0748
4665	4.0648
64859	0.20404
79035	2.9371
4666	3.9403
342538	1.3774
23148	3.9527
112939	4.2351
138151	2.5489
65220	3.3136
133686	1.7305
55191	1.3367
8883	2.2661
92345	1.6189
4668	0.76634
55577	1.0663
4669	1.28
51172	-1.2044
162417	0.6044
203245	1.0663
4671	1.3978
259232	6.2193
728215	4.9087
10135	4.1768
79923	2.9332
360030	0.19276
388112	
340719	0.18297
339345	1.2277
342977	0.28476
140838	1.3988
54187	1.2033
4673	4.8095
4676	4.7035
266812	0.32983
8775	3.8039
63908	1.2703
222236	2.2891
8774	2.0837
93100	-1.3384
9476	0.022346
26502	0.98582
4677	1.9164
79731	0.4583
4678	5.3035
9	-0.14938
55226	1.9673
57106	-2.2721
375607	-0.88669
10	-1.0988
9027	0.29058
339983	1.79
26151	1.0576
256302	1.1022
89796	9.6929
89797	9.5416
89795	7.8143
55739	2.0427
128240	1.095
51594	4.6975
26960	11.393
65065	2.4521
23218	6.2441
4681	1.4893
4683	1.0429
55672	3.8874
100132406	-2.1868
200030	-0.033344
149013	-2.7956
25832	1.0725
101060226	0.60396
100288142	-5.7065
101060684	-0.060781
84224	0.63529
148545	-0.14365
653149	1.0114
728841	-0.043296
400818	-0.83662
4077	3.7819
83988	1.7755
4684	7.3175
4685	5.2541
1463	5.1096
9918	4.639
23310	5.0756
64151	3.618
54892	6.0302
23397	4.2691
29781	2.9151
4686	6.3492
22916	2.4962
55421	4.9204
342897	-0.18526
23154	5.593
57552	3.0359
653361	2.5529
4688	2.7398
4689	1.3943
4690	2.683
8440	2.5315
10787	7.2497
3071	5.9269
344148	4.8649
57701	3.0187
51517	2.1328
4691	7.1021
56926	2.4556
400746	-0.77935
8648	7.7291
10499	8.6474
8202	7.2918
8031	3.4908
57727	5.2846
23054	7.923
135112	4.8603
9611	10.184
9612	8.0423
9437	0.36657
9436	-0.41201
259197	0.84272
374383	0.42238
23413	3.6225
23385	6.1601
55706	4.3077
10403	2.0756
54820	2.1564
81565	4.3189
80762	2.6942
54602	1.3385
4692	2.399
79625	3.4221
27158	0.44159
10397	3.0086
57447	2.7448
57446	2.8701
3340	5.2195
8509	5.1051
9348	3.5218
64579	2.9388
4705	0.853
126328	-0.49866
55967	0.83464
51079	0.49841
4695	0.66357
4696	0.37989
4697	0.57167
4698	0.58769
4700	0.3223
4701	-1.2758
4702	1.1104
4704	2.3354
4706	2.2982
51103	1.9985
91942	1.1813
25915	0.62669
29078	1.5279
79133	1.1793
137682	-0.90078
55471	-0.2761
284184	-0.4481
4707	0.35761
4716	-0.57717
4708	0.0946
4709	0.49734
4710	1.0712
4711	0.17859
4712	-1.1004
4713	-1.7453
4714	1.6585
4715	0.81883
4717	0.38165
4718	1.501
100532726	0.51156
4719	2.5205
4720	3.4105
4722	2.0148
4724	-0.32349
4725	1.2294
4726	0.0313
374291	2.3827
4728	2.243
4723	0.9486
4729	2.6798
4731	-0.73275
4703	9.9929
10529	1.1552
64168	0.91872
54550	-2.3682
63941	0.94756
25977	3.1324
55707	0.028251
5818	3.189
5819	3.1903
25945	4.5437
81607	3.8612
121441	1.8933
4734	2.4668
23327	4.9176
4738	2.8798
4739	5.0446
4744	-0.83798
4747	1.4917
4741	3.7764
257194	3.3408
79661	1.7956
252969	-0.60046
55247	1.1446
4750	1.7349
79858	0.52284
4751	3.183
4752	1.7361
6787	0.41091
10783	1.5539
140609	1.3611
284086	2.5238
91754	2.5549
7469	1.6255
25920	2.5127
51497	2.2332
7936	3.3033
4745	2.6805
4753	5.1364
9147	3.6979
23306	2.8373
100131211	-0.17574
29937	1.0041
4756	6.121
25871	0.78783
10763	0.38447
10276	1.2575
81832	3.5746
81831	3.367
4758	1.1948
4759	-0.74608
10825	0.73851
129807	0.41239
54492	1.2816
140825	-0.1494
93082	-1.4136
84461	7.2492
4760	2.4534
4761	1.6641
58158	0.82552
63974	3.4368
4762	-0.26248
63973	1.1226
50674	0.23182
91624	2.2509
4763	8.8142
4771	6.667
150372	1.1606
23114	7.1179
10725	8.7181
4772	4.8033
4773	5.7591
4775	4.2428
4776	4.549
4778	2.1477
4779	4.8736
4780	3.6426
9603	-1.1044
4774	6.0303
4781	5.2444
4782	4.4599
4783	2.2615
4784	5.9812
4790	6.8681
4791	6.5966
4792	3.4814
4793	2.0747
4794	2.7004
4795	1.5118
64332	5.2804
4798	5.6347
9054	2.896
27247	0.12112
4799	4.9946
152518	1.7972
4800	3.0473
4801	1.7495
58157	0.40698
25983	0.68932
25791	4.7117
4803	2.2145
4804	0.92959
55768	1.3623
51335	-0.084672
79840	2.2171
4807	1.1603
4808	-0.085659
378884	1.0565
374354	2.5379
387921	1.0805
283948	0.64617
55651	1.0957
116496	0.12058
64855	4.3821
199786	0.28305
84276	1.3117
4811	4.2844
22795	4.692
60491	1.3454
84365	1.9458
167359	0.54772
51199	6.0123
4814	1.2236
4815	0.10096
22981	0.35709
51388	1.7175
123606	1.8494
81614	2.2817
152519	0.33526
79815	1.2516
57185	0.98539
348938	1.293
25836	12.457
8508	3.128
2631	0.6437
25934	0.74227
55335	0.82594
11188	6.0141
4817	1.2181
56954	0.53357
79570	2.1528
154215	1.6465
286183	0.56825
128414	-0.13768
55216	2.8135
222698	1.9348
85407	2.783
85409	-1.4819
4818	1.6422
28512	1.0387
28511	1.2087
284353	-1.4493
4820	5.5834
390010	1.5818
7080	3.2563
4821	2.596
159296	2.4659
644524	-1.9502
1482	3.6466
137814	0.063399
26257	-0.99062
4824	0.89759
579	0.85341
4825	1.3681
84504	-0.39448
157848	0.66559
54475	2.7498
22871	5.683
57555	4.439
51701	4.2292
57486	1.7677
197358	-0.67772
58484	1.7389
22861	2.8929
338322	0.97796
91662	-1.1352
338323	0.07528
55655	-0.35677
114548	4.0957
147945	3.9021
126206	1.7097
171389	0.080815
126205	0.65478
338321	-0.25424
79671	0.85597
4828	0.099199
4829	1.1798
51068	1.8324
4830	1.6751
4831	-0.017736
4832	-2.6934
4833	-0.29789
8382	0.31657
10201	0.87785
29922	0.87076
51314	0.99333
347736	0.039352
9111	0.21141
64802	0.46826
23057	3.4234
349565	0.41107
57407	-0.43812
54981	0.97537
129521	-0.17294
4836	5.1848
9397	2.8053
10874	0.98569
10316	0.17516
56923	0.34323
4826	1.0791
4837	0.69981
23530	4.3315
84273	2.1965
28987	0.27445
135935	1.1037
26155	-1.0737
64318	0.96366
79050	1.6144
25819	2.4803
10392	1.5385
64127	1.1725
4838	1.8123
9241	3.0993
79954	1.3826
25926	2.2387
79159	0.22565
8996	-0.55936
8715	5.0893
140688	5.7865
65083	7.1892
51406	0.057106
55035	1.7873
79707	3.5921
9221	3.7968
64434	1.6582
23420	4.7016
283820	3.23
408050	3.0624
55505	1.014
8602	3.6738
51491	1.8729
4839	6.2506
29997	1.0368
10528	3.0187
51602	1.4445
161424	1.6359
121053	0.54255
4842	7.2422
9722	4.0019
4843	2.665
4846	2.3034
51070	0.90058
115677	-0.41835
4851	10.493
4853	11.292
388677	0.69973
100996763	1.2356
4854	6.0503
4855	2.8461
344022	-0.3303
147111	2.0916
4857	3.9938
4858	2.4939
50508	0.33256
50507	1.3395
79400	0.93577
10811	-1.479
124056	-1.368
23742	-0.92758
4861	1.7905
4862	5.9161
64067	5.0595
266743	5.7832
4863	5.4391
256933	-1.0986
2831	-0.46237
2832	0.38035
4864	4.2465
29881	1.7955
10577	0.18276
56654	0.8397
79716	0.077426
9520	5.7217
8620	-0.52318
64106	-1.2026
10886	0.39032
4867	1.8721
27031	2.4943
261734	-0.29751
4868	2.623
7827	0.066752
9284	1.8769
642799	0.85059
642778	0.39145
100288332	0.87841
728888	1.0484
440353	1.246
729978	0.56363
23117	0.64929
440345	1.8162
100132247	1.6988
728741	1.8849
728734	0.016489
100507607	-1.1414
80896	0.67871
55666	4.5143
4869	3.0815
10361	1.3364
10360	1.3349
255743	1.7115
4878	0.71115
4879	-0.1138
4880	1.3778
4881	4.0054
4882	5.3426
4883	1.7666
10641	3.7758
8131	3.0754
594857	0.90514
387129	-0.27912
27020	4.4213
4884	3.4384
4885	1.0694
23467	2.0999
64111	-0.3733
283869	-0.74041
4852	0.51798
4886	2.4202
4887	1.1554
5540	0.79411
100996758	1.1103
4889	0.77521
1728	0.52502
4835	1.1635
8431	0.3939
9572	4.1577
9975	2.8793
7376	1.9194
10062	3.6671
9971	3.4109
8856	0.52045
9970	1.3479
7181	2.9791
126382	1.3727
7101	4.6357
10002	-0.60004
7025	4.9271
7026	4.491
2063	0.55272
2908	5.7916
4306	6.4907
3164	2.8756
4929	5.9259
8013	4.2223
2516	4.3791
2494	3.4998
2649	5.6817
4892	1.0605
441478	0.53176
4893	2.7349
29982	2.2233
29959	6.5682
340371	1.944
4897	4.126
4898	5.0
55051	3.9719
9315	0.016206
4899	5.4237
3084	5.1171
9542	3.9303
10718	3.6361
4900	1.05
8204	4.8334
83714	1.2753
56675	-0.95041
4901	-1.7433
11270	0.54837
51299	2.3732
123904	-0.89877
8829	5.982
8828	4.8957
375387	1.6635
140767	0.84834
80023	-0.1626
4902	1.2575
9378	7.2666
9379	7.1655
9369	7.2315
10412	1.7564
64324	11.663
7468	9.1624
54904	9.5699
4905	3.6491
55968	3.1699
51617	2.3936
25936	1.4833
8439	3.001
197370	1.9609
286053	1.3287
56160	
54780	0.51442
26012	3.4658
84081	3.4852
54888	1.6383
63899	2.2331
387338	1.7735
55695	1.4765
221078	-0.073013
79730	0.54487
30833	0.91738
84618	1.692
93034	1.6902
100526794	1.9189
22978	0.90628
51251	1.0451
115024	0.11768
221294	0.74908
64943	2.6998
51559	2.7431
284958	0.43652
4907	0.027226
56953	-0.28752
123803	0.24136
55093	1.2357
4908	3.1755
4913	-0.13472
50863	3.7952
28989	2.0178
9423	3.9737
4917	-1.8328
59277	4.1308
126147	-1.1988
22854	4.4322
84628	3.881
84284	0.78861
4914	1.7306
4915	7.3759
4922	0.18676
4923	0.3549
23620	-0.82807
9891	3.4484
81788	1.5639
51667	2.6986
4682	-0.91206
10101	-0.11568
80224	1.8295
4924	1.3942
4925	0.98515
64710	3.6192
10726	3.7361
84955	1.3649
134492	0.95238
23386	3.7064
4521	-0.75156
83594	0.45373
25961	0.27416
256281	-0.48445
55270	0.39663
131870	0.021657
84309	-1.8564
200035	-0.22369
79873	-0.75555
390916	-2.3039
318	0.69243
11051	2.4798
84304	0.55981
11165	2.488
11163	0.75409
11164	1.4989
11162	1.0897
283927	-1.7932
254552	-0.42594
53343	1.1957
83540	1.4643
26747	1.9568
57532	5.5826
389643	2.7435
4926	9.4524
8650	3.2712
9253	3.1266
57122	2.4352
55746	4.5525
9972	7.8061
9631	5.4541
23511	6.2569
23165	8.3892
23225	2.5677
91181	6.8281
8021	6.9492
129401	1.7687
79023	1.026
11097	-0.26831
348995	2.1033
10762	2.6629
53371	3.2947
9818	4.0803
23636	3.6832
79902	6.0325
4927	3.0492
9688	3.7801
4928	9.7558
26471	-0.084213
389493	-2.2132
116150	3.4338
51203	1.2618
10204	2.9184
256646	4.7496
728118	1.2618
729262	2.342
728130	2.4434
54754	1.7936
441457	0.91704
4931	2.0996
284434	0.84374
57495	7.0694
10482	4.2992
64359	2.8767
115861	0.62501
120406	1.0791
91775	2.3663
54827	-0.91728
30010	3.3576
11249	2.8103
11248	2.2623
11247	1.3323
29107	1.9588
222950	3.0389
57624	2.8188
57523	4.3113
220323	1.5761
221443	-0.043021
4938	2.2455
4939	0.88478
4940	0.46903
8638	1.1955
4942	1.5679
4946	-0.045829
4947	0.67049
51686	1.0632
79596	0.45216
29991	1.1971
29989	1.8758
84033	1.2328
23363	-0.63967
729330	0.18171
4948	2.3441
79629	0.81595
54940	1.2344
132299	-1.7771
100506658	2.5807
4951	1.5753
128506	1.3084
93233	1.983
55130	1.5719
115948	1.294
83538	1.1919
54959	0.094124
152816	0.43766
4953	3.2511
4956	2.3664
4957	4.9407
57489	-0.50915
113746	-0.17288
440836	-0.36481
161753	0.41012
284451	-1.0645
146852	1.1082
54953	0.22608
10724	5.8285
4967	6.2242
55753	2.6706
55239	1.3876
79676	-0.15466
79701	0.42846
11054	1.4853
79627	0.4849
4968	0.91533
4969	1.7047
11339	-0.76742
170392	1.7662
29789	3.2211
55301	-0.23199
10439	4.7629
93145	2.629
118427	3.5384
10562	0.73881
283298	0.80166
169611	1.3599
25903	1.8255
56944	1.4932
116448	-0.91307
10215	-0.64636
167826	0.43015
4973	1.2194
4958	2.3504
4974	3.0221
4975	1.5556
3175	2.0276
9480	2.5489
390874	-1.3074
441161	-0.1712
4976	4.9982
80207	-0.84432
93377	0.70073
4978	3.4483
26873	0.098751
611	1.2955
23596	0.73505
94233	0.62121
4985	0.12629
4986	1.7679
4987	2.3335
4988	1.0901
58503	0.93991
26254	0.60583
10133	2.1374
341276	-0.16447
26496	-0.17685
283297	-0.45417
144124	0.50011
390093	0.73015
121364	0.2654
282770	
442194	0.64718
26534	0.70125
26533	1.3934
390264	0.52373
390265	
219869	-0.85153
219870	-0.38189
26539	0.23504
26538	-0.3747
26532	-0.80998
126541	0.27422
284433	1.4061
26476	-1.2029
441911	0.47007
127385	-1.7248
391109	-0.43037
391107	0.56324
121130	-1.1362
219960	0.29058
343406	0.72018
219873	
128360	
390201	0.30872
81341	0.63501
128367	0.41001
128368	0.12904
26531	0.77721
390439	-0.45156
81061	1.4491
440153	0.34074
79334	1.8797
390442	0.33152
122748	1.7272
391189	0.44224
26529	0.24929
81797	0.42029
79290	-0.90539
392376	1.0083
138803	-0.94544
138804	
138799	0.84473
138802	0.37361
286362	-1.7684
286365	0.51188
138805	0.4345
441933	0.43813
392309	-0.67774
284532	-0.76921
127066	0.59189
442191	0.05201
8383	1.0063
26189	1.0645
347169	-0.20112
26188	0.43611
4991	1.4675
8386	1.0961
8387	
8388	1.1906
4992	0.13284
8390	0.064653
126370	
347168	-0.233
26740	
26219	0.61031
392392	0.20268
26737	0.60053
26735	0.39487
254973	0.20357
392390	-0.60443
125963	0.46582
138883	
138882	-0.73741
158131	0.56368
219959	0.69659
219958	0.48289
346528	
346525	-0.44366
135941	-0.42356
442361	
392138	0.60439
79541	
393046	1.0287
401427	0.33804
81392	-0.22326
144125	-2.1597
338755	
391191	0.37487
121129	-2.3042
341152	1.157
127623	
81697	0.37487
442184	
26212	0.35187
4993	-1.7932
81472	0.50889
120776	-0.64718
120775	-0.051073
26211	0.055176
135948	0.38519
81470	0.35441
81469	0.35441
391211	0.70015
26716	0.77322
7932	
442185	0.22671
26707	1.0299
442186	1.1299
26248	1.5935
284521	0.43298
26246	-0.96111
391192	0.45649
81466	-0.9273
391190	0.38207
391194	
127062	1.1841
26245	1.0645
127059	0.57908
391196	0.38674
56656	1.0899
26696	-0.32624
127069	
127077	-0.24399
127064	0.49358
401992	
403239	0.57419
343563	
343173	0.47813
391195	0.5933
127068	
403244	
127074	0.62468
401993	
254879	-1.6843
81458	0.48653
343172	-0.95056
26693	-0.60589
285659	0.66606
26692	0.49951
343171	0.50542
134083	0.43418
284383	0.71265
4994	
4995	0.20709
8392	0.23164
81328	
81327	
403253	-0.29411
81318	
119765	-1.8142
219429	-1.044
283093	0.28818
283092	-1.9204
81309	0.29058
219428	-1.8661
256144	-0.13378
119749	-2.269
219432	-1.5477
26689	1.2485
390197	0.95593
219986	0.77278
124538	1.0109
219875	
219983	0.90325
390199	-0.84317
26686	0.57428
390649	1.2878
81099	1.1108
26682	0.88634
79501	0.62189
390648	0.67407
79544	-0.44632
390433	
122740	
81127	0.82768
390436	
390431	0.8737
79317	-0.63773
122742	
441670	0.75624
390429	0.29058
390437	
81300	0.62527
441669	-0.026295
256148	-0.56307
219431	0.42972
390113	
119764	0.23462
401667	
401666	-0.3548
119687	-0.05595
79345	0.48751
79339	0.6807
390058	0.39145
390038	0.40083
143503	0.50418
81285	0.22527
256892	1.0852
119694	0.65499
79324	-0.72558
81282	-0.047273
390063	1.3095
390064	0.96491
119682	0.41343
390059	0.4444
390061	-0.96636
119692	0.56695
401665	-0.7967
283111	0.27282
23538	0.17931
390054	0.60318
255725	-0.61778
143496	0.33624
340980	-0.17901
390066	-0.14383
119678	
390081	-1.33
390078	0.23182
390079	0.23182
390067	-0.61232
390037	-1.2193
143502	0.43418
119679	
390036	-0.52388
119774	0.43038
338751	0.44346
119772	-1.1305
79473	0.68069
390072	0.16375
390075	1.6842
119695	1.4627
120787	0.21062
120796	
390083	-0.90579
120793	1.1558
390084	0.82301
387748	-0.20194
196335	-0.5748
219982	0.95978
219981	0.38674
81050	0.23455
390181	
390195	0.4255
338675	1.7876
219493	-0.6404
219447	
390445	0.0091021
390191	
219965	
390190	
219968	0.84586
441608	
392391	-1.2934
390142	
219436	-0.64638
390144	
219438	0.52412
338674	
26341	0.42422
403273	
403274	
79310	
79295	0.23182
10798	-1.2193
282775	1.0606
26339	1.1277
402135	
403277	
403278	-0.85914
219437	0.23182
26338	
390168	0.29058
390167	
219487	1.0144
219482	0.53673
219484	
390162	
120065	-0.71848
120066	0.8122
390155	-0.27585
219464	0.38888
390154	0.24839
81696	0.4743
390148	
8590	1.5527
135946	0.36765
389090	
150681	-0.92758
390321	0.23462
341416	0.43418
254786	-1.1957
341418	-0.86912
283365	
403282	
403284	
390327	
254783	-0.81211
390323	0.73814
390326	
343169	
81448	-1.1758
391114	
128371	0.29399
390261	0.24929
128372	
81442	0.29058
128366	-0.33909
219952	0.30396
341799	0.45536
219874	0.57388
346517	0.90584
390260	0.69138
391112	-0.022761
390892	0.56417
26333	0.24356
26659	-1.127
26664	0.15124
26658	0.52245
162998	-1.6966
125958	0.29384
26648	0.5256
125962	
390882	0.33804
390883	
390275	2.0826
219858	-0.36312
26595	0.53071
390271	0.23455
283162	-0.37193
26493	0.73372
283159	
283160	
338662	
26494	
219865	-1.1168
219469	0.58364
390151	
390152	
120586	
219477	
81168	
390157	
219473	
219453	
341568	
219417	0.56065
219479	
135924	1.0787
130075	0.37128
390174	-1.6791
219954	0.90985
441639	-0.63434
219956	0.98975
219957	-0.22019
84876	0.74154
80228	1.3562
93129	-0.086754
4998	3.5431
4999	2.6187
23595	0.83251
5000	0.42294
5001	1.9965
23594	-1.0881
5004	1.4315
5005	1.2047
94101	1.0848
29095	0.72198
94103	1.642
10956	2.1271
5007	5.6467
23762	2.1847
114884	3.1152
114885	4.7384
114876	3.2898
9885	4.3084
26031	3.1842
114879	2.3373
114880	5.5261
114881	3.8552
114882	3.9923
114883	5.3033
127700	1.571
51526	1.6155
55644	0.86784
64172	1.666
29948	0.014595
734	3.576
5008	1.573
9180	1.9721
130497	2.8311
100128731	-0.42313
58505	0.3107
26578	-0.88775
28962	0.28858
344901	0.61206
146183	2.8218
9381	1.2018
340990	0.15067
283310	0.60336
131149	-0.47909
133060	-1.753
92736	0.65893
347741	1.1502
56914	-0.028092
150677	-0.27791
23440	2.1098
55611	3.1794
78990	1.3154
220213	1.3299
23252	2.0539
54726	6.0471
51633	0.047127
161725	5.5917
56957	4.2516
90268	2.8288
54491	0.34569
5013	3.1435
5015	3.8661
124641	-1.3823
341277	-1.6284
5016	2.44
5017	1.8648
58495	0.81579
728361	-0.55574
5018	1.3023
5019	3.265
64064	
165140	-0.25041
27199	-0.01561
339229	-1.3867
92106	-0.23473
55074	3.6907
54995	1.5943
9943	2.537
5020	-1.1121
5021	0.46458
5023	0.98587
22953	-0.047487
5024	1.2049
5025	1.0122
5026	1.0537
5027	1.6699
5028	1.6556
5032	-0.48892
64805	1.1416
53829	1.3514
9934	-0.31679
5029	-0.32759
5031	-0.42417
64175	1.0583
55214	0.016685
10536	-0.0016678
10609	0.4783
110117498	0.7046
110117499	0.1265
5033	2.8043
8974	2.2269
283208	1.3056
5034	3.7444
54681	2.4209
5036	4.8009
80227	0.77718
116224	2.903
26986	5.926
80336	3.7455
5042	-0.071417
8761	5.6943
132430	-0.96833
8106	3.7298
390748	-2.0832
55248	1.0171
133015	-0.20203
55690	6.25
23241	4.0953
29993	4.4284
11252	4.2653
29763	2.2536
29943	0.8939
11240	-0.29107
51702	2.0383
23569	1.3543
353238	1.4458
5047	-0.86328
54623	3.962
5048	4.6195
5049	2.2823
5050	1.3847
5051	0.8552
55824	1.2477
79447	-0.39505
5053	-0.079317
10606	2.0212
10605	-0.099834
51247	1.2248
400961	0.25983
5058	2.6269
55003	0.67328
5062	1.9517
10298	0.0050377
57144	5.3274
56924	2.8078
79728	2.2049
27143	3.2155
23022	3.9885
5064	1.5779
445815	1.3823
342979	0.38742
54873	1.569
64398	3.3782
51678	3.4055
5066	1.9709
51025	1.343
25891	-0.24467
255967	6.2771
80025	0.8604
79646	2.3945
55229	3.5086
24145	1.4955
56666	0.31066
116337	2.1173
196743	0.093453
89932	-0.30909
10914	4.6863
56903	1.219
64895	4.9584
5069	6.1354
60676	6.1137
9061	1.504
9060	0.6702
152559	0.58283
124222	-0.93903
54852	2.2337
79957	0.29512
164091	2.0066
85315	1.5273
344838	2.0209
56288	4.6714
117583	2.1114
50855	-0.18215
84612	1.574
84552	0.47117
8505	3.0736
11315	1.3507
55486	0.45823
25849	1.4689
5073	1.7068
142	5.6954
84875	2.0184
57097	1.1482
64761	1.2688
54625	6.41
165631	1.7037
54956	0.61345
10038	1.2223
10039	1.4111
143	3.078
56965	4.3698
79668	4.0265
83666	2.5573
55010	0.11534
25973	1.5182
55742	2.6772
29780	0.41084
64098	1.2334
23178	1.1478
160065	-1.6084
399967	1.0978
100169851	0.28485
399968	-1.145
10207	2.7849
219988	5.7134
197135	0.33994
23598	4.7279
5074	-1.1277
5075	1.9835
5076	3.9165
5077	4.5754
5078	1.1538
5079	4.2878
5080	5.6854
5081	3.9306
7849	4.3141
5083	3.4474
94104	5.6506
22976	5.5696
286257	-0.34424
55872	1.3699
64081	1.4323
