Entrez	Chrom	Start	End	GeneSize
3861	17	41582279	41586895	4616
386597	2	6911754	6918734	6980
3866	17	41513745	41522529	8784
386617	4	44173903	44448809	274906
386618	13	45192853	45201045	8192
386627	5	154325568	154445855	120287
386653	12	122172029	122174221	2192
386672	21	44573729	44575371	1642
386674	21	44591268	44592505	1237
386675	21	44600597	44602174	1577
386676	21	44627093	44628378	1285
386677	21	44538981	44540195	1214
386678	21	44646414	44647650	1236
386679	21	44550357	44551505	1148
386680	21	44579455	44580604	1149
386681	21	44612079	44612954	875
386682	21	44557790	44558795	1005
386683	21	44657932	44658341	409
386684	21	44654213	44654659	446
386685	21	44697172	44698044	872
386724	3	49716829	49719684	2855
386746	11	3217944	3218813	869
386758	19	56393656	56399172	5516
3868	17	41609778	41615899	6121
387	3	49359139	49412998	53859
387032	6	28241697	28252269	10572
387082	6	149400262	149401278	1016
387103	6	126340115	126348875	8760
387104	6	127472806	127519335	46529
387111	6	108730832	108837142	106310
387119	6	118460772	118710075	249303
387129	7	34658218	34878332	220114
3872	17	41619442	41624842	5400
387263	6	169702126	169706360	4234
387264	11	1584342	1585283	941
387266	11	1607565	1608463	898
387267	11	1620958	1622138	1180
387273	11	71565563	71566735	1172
387332	14	55414210	55456726	42516
387338	1	46340789	46369218	28429
387357	6	127708072	127918631	210559
387486	21	20651450	20803816	152366
387496	13	27270830	27275192	4362
3875	12	52948871	52952906	4035
387509	1	6247353	6261098	13745
387521	20	50118254	50153734	35480
387522	20	50081124	50153637	72513
387590	22	16601307	16698742	97435
387597	1	166895711	166975540	79829
387601	11	63158437	63243599	85162
387640	10	21513475	21526368	12893
387644	10	26931126	26948407	17281
387680	10	50067888	50133509	65621
387694	10	80537902	80646560	108658
387695	10	84173801	84185294	11493
387700	10	89430299	89556641	126342
387707	10	95907603	96033745	126142
387712	10	116849499	116911788	62289
387715	10	122454653	122457352	2699
387718	10	125576522	125683163	106641
387723	10	130020025	130110830	90805
387733	11	298200	299526	1326
387742	11	1665369	1668955	3586
387748	11	5736448	5738523	2075
387751	11	6714610	6721880	7270
387755	11	15112424	15247208	134784
387758	11	26994112	26997087	2975
387763	11	43942637	43943878	1241
387775	11	63268022	63311783	43761
387778	11	65170233	65173374	3141
387787	11	74490519	74493724	3205
387804	11	93818232	93850618	32386
387810	11	112534220	112555819	21599
387815	11	124211707	124215828	4121
387836	12	9898673	9932370	33697
387837	12	10010627	10018796	8169
387849	12	27696447	27697596	1149
387856	12	48183644	48185926	2282
387882	12	105235290	105396097	160807
387885	12	113149724	113159276	9552
387890	12	119593774	119643075	49301
387893	12	123384132	123409353	25221
387895	12	126599954	126772519	172565
387911	13	23891099	23897502	6403
387914	13	26044597	26052016	7419
387921	13	39038306	39050109	11803
387923	13	44373665	44397714	24049
387978	14	28765640	28823817	58177
387990	14	58395928	58408702	12774
388	2	20447074	20449440	2366
3880	17	41523617	41528308	4691
388007	14	94640725	94646994	6269
388011	14	97924637	97987918	63281
388015	14	100879753	100903722	23969
388021	14	104474678	104605647	130969
3881	17	41393721	41397608	3887
388112	15	35083410	35085295	1885
388115	15	40331452	40340939	9487
388121	15	51056598	51105276	48678
388125	15	62163535	62165285	1750
388135	15	73735458	73753351	17893
388165	15	84507885	84571310	63425
3882	17	41459513	41467386	7873
388228	16	28259246	28323849	64603
388272	16	46796603	46831180	34577
388284	16	67666814	67668757	1943
3883	17	41346092	41350828	4736
388323	17	4788964	4790589	1625
388324	17	4988130	4997610	9480
388325	17	5208920	5234860	25940
388327	17	6651762	6693202	41440
388333	17	8747524	8758559	11035
388335	17	10699015	10730023	31008
388336	17	11241213	11564063	322850
388341	17	16441577	16492193	50616
388364	17	30316333	30334059	17726
388381	17	38835086	38841438	6352
388389	17	44899142	44905390	6248
388394	17	46978156	46979253	1097
3884	17	41363498	41369813	6315
388403	17	59331655	59401729	70074
388406	17	60551138	60596604	45466
388407	17	61411751	61413280	1529
388419	17	74356416	74361868	5452
388428	17	81165507	81183166	17659
388456	18	926083	927993	1910
388468	18	14507339	14543600	36261
3885	17	41377669	41382306	4637
388503	19	10041841	10074770	32929
388512	19	14583084	14612035	28951
388523	19	22974883	23003176	28293
388524	19	23762944	23871162	108218
388531	19	32675848	32678300	2452
388533	19	35487324	35495558	8234
388536	19	36817428	36850787	33359
388550	19	44537058	44620863	83805
388551	19	44699151	44710718	11567
388552	19	45178784	45216933	38149
388553	19	45733439	45764541	31102
388555	19	46120067	46124688	4621
388558	19	52527652	52564464	36812
388559	19	52904415	52923470	19055
388561	19	53431984	53461862	29878
388564	19	55379244	55384292	5048
388566	19	56567468	56588911	21443
388567	19	57435325	57447101	11776
388569	19	58451611	58457833	6222
388581	1	1242446	1246722	4276
388585	1	2528745	2530263	1518
388588	1	3772749	3775982	3233
388591	1	6205475	6221299	15824
388595	1	15742499	15747982	5483
3886	17	41476710	41481151	4441
388610	1	26993692	27001912	8220
388611	1	27379176	27383333	4157
388630	1	47760528	47997385	236857
388633	1	54007298	54018186	10888
388646	1	89131742	89176009	44267
388649	1	92217915	92245813	27898
388650	1	92832737	92961522	128785
388662	1	110150494	110202202	51708
388667	1	116694112	116706603	12491
388677	1	146146203	146229041	82838
388685	1	148254495	148529415	274920
388695	1	151159748	151165948	6200
388697	1	152212076	152224193	12117
388698	1	152348735	152360006	11271
388699	1	152655453	152656806	1353
3887	12	52285913	52291534	5621
388701	1	154199085	154206333	7248
388719	1	182407621	182414815	7194
388722	1	197902630	197907367	4737
388730	1	205083129	205084460	1331
388743	1	223538007	223665723	127716
388753	1	234373456	234385080	11624
388759	1	247108335	247112417	4082
388761	1	247722957	247748141	25184
388762	1	248121932	248122882	950
388789	20	18567347	18569563	2216
388795	20	32858923	32961845	102922
388796	20	38419638	38435409	15771
388799	20	56533246	56536520	3274
3888	12	52393931	52406335	12404
388815	21	15928296	16646364	718068
388818	21	30319124	30320315	1191
388820	21	34414494	34423951	9457
388830	21	45338584	45364972	26388
388849	22	20148416	20151055	2639
388882	22	23461220	23509553	48333
388886	22	24585620	24593208	7588
3889	12	52314301	52321398	7097
388910	22	44569285	44572468	3183
388931	2	24010081	24063321	53240
388939	2	29060976	29074523	13547
388942	2	41860155	41894050	33895
388946	2	46479565	46484425	4860
388948	2	46698940	46913231	214291
388951	2	54253178	54256229	3051
388960	2	73784183	73817148	32965
388962	2	74135400	74147912	12512
388963	2	74414176	74421619	7443
388969	2	85605254	85612066	6812
389	1	112701127	112707434	6307
3890	12	52377812	52385652	7840
389015	2	102473226	102533972	60746
389023	2	115126622	115163905	37283
389058	2	170715337	170718078	2741
389072	2	207821288	208025527	204239
389073	2	208165343	208190030	24687
389075	2	219327407	219333177	5770
389084	2	232857270	232878708	21438
389090	2	240029491	240030429	938
3891	12	52360006	52367481	7475
389114	3	42906142	42919334	13192
389118	3	49790732	49799873	9141
389119	3	49803261	49805030	1769
389123	3	51861615	51863424	1809
389124	3	51873721	51875601	1880
389125	3	52833114	52835019	1905
389136	3	86876388	86991149	114761
389151	3	139019031	139020926	1895
389152	3	139042102	139044892	2790
389158	3	146576555	146605346	28791
389161	3	149761100	149968385	207285
389170	3	156825481	157046129	220648
389177	3	171843349	171938715	95366
389197	4	5897373	6200555	303182
3892	12	52249300	52309163	59863
389203	4	25861830	25929813	67983
389206	4	42110853	42152878	42025
389207	4	42892713	43030658	137945
389208	4	68053198	68129869	76671
389247	4	183462402	183505777	43375
389257	5	191495	196334	4839
389273	5	10504990	10522084	17094
389289	5	43039233	43043170	3937
389320	5	126631705	126636284	4579
389332	5	136191468	136193162	1694
389333	5	139390592	139395104	4512
389336	5	147880726	147906538	25812
389337	5	149551947	149634968	83021
389362	6	3231403	3303373	71970
389376	6	30931353	30955636	24283
389383	6	35776594	35779552	2958
389384	6	36315761	36336888	21127
389396	6	49499923	49528078	28155
389400	6	55327469	55402493	75024
389421	6	104936616	105083332	146716
389432	6	147508690	147737547	228857
389434	6	150368892	150405969	37077
389493	7	56114681	56116417	1736
3895	14	55559072	55701526	142454
389524	7	75092573	75149817	57244
389541	7	100148912	100155944	7032
389549	7	122301303	122310691	9388
389558	7	135728348	135748813	20465
389610	8	6808517	6835524	27007
389611	8	7264526	7267536	3010
389630	8	7256904	7259914	3010
389634	12	8244845	8453161	208316
389641	8	23224471	23230926	6455
389643	8	28021964	28083936	61972
389658	8	52534037	52565430	31393
389668	8	70669339	70790371	121032
389676	8	93134082	93166850	32768
389677	8	93728155	93741017	12862
389690	8	141433829	141507230	73401
389692	8	143419182	143430732	11550
3897	X	153861514	153886173	24659
389730	9	42183659	42189887	6228
389741	9	39705825	39810128	104303
389761	9	81928428	81934998	6570
389762	9	81943500	81950093	6593
389763	9	81988772	81995253	6481
389766	9	86220265	86259657	39392
389791	9	128128529	128130628	2099
389792	9	129175552	129178261	2709
389799	9	132410043	132573319	163276
3898	1	201380833	201399915	19082
389812	9	136759634	136766255	6621
389813	9	136842478	136848801	6323
389816	9	137168758	137170051	1293
389827	9	133514586	133528612	14026
389840	X	19360056	19515508	155452
389852	X	48004336	48009733	5397
389856	X	49879484	49882558	3074
389857	X	51710512	51712131	1619
389860	X	55075030	55078909	3879
389874	X	74304180	74305034	854
389895	X	140091678	140092911	1233
389898	X	143884071	143885255	1184
3899	2	99545419	100192428	647009
389903	X	152753921	152760222	6301
389941	10	16513734	16521879	8145
39	6	159762045	159779112	17067
390	2	150468195	150539011	70816
390010	10	124445243	124450035	4792
390031	11	4241641	4242706	1065
390033	11	4338245	4339345	1100
390036	11	4482646	4493497	10851
390037	11	4594039	4595013	974
390038	11	4637477	4643060	5583
390054	11	5128776	5138356	9580
390058	11	5351508	5352446	938
390059	11	5383812	5393263	9451
390061	11	5422111	5423206	1095
390063	11	5440570	5441514	944
390064	11	5449323	5456518	7195
390066	11	5488685	5489749	1064
390067	11	5544489	5548540	4051
390072	11	5754243	5755958	1715
390073	11	5761153	5769080	7927
390075	11	5776165	5783355	7190
390077	11	5808924	5821483	12559
390078	11	5840928	5841952	1024
390079	11	5856749	5857690	941
390081	11	5880629	5887079	6450
390082	11	5893208	5902730	9522
390083	11	5938751	5951347	12596
390084	11	5967553	5968494	941
390093	11	7924592	7931268	6676
390110	11	44047981	44059977	11996
390113	11	48263861	48264778	917
390142	11	55773438	55774382	944
390144	11	55838752	55839738	986
390148	11	55913650	55914582	932
390151	11	56103687	56107658	3971
390152	11	56122373	56123311	938
390154	11	56252254	56253222	968
390155	11	56274154	56276819	2665
390157	11	56346039	56346998	959
390162	11	56462469	56463401	932
390167	11	56576774	56577721	947
390168	11	56609236	56614874	5638
390174	11	56699095	56703884	4789
390181	11	56988914	56989843	929
390190	11	58421238	58428121	6883
390191	11	58438994	58442236	3242
390195	11	59358895	59371714	12819
390197	11	59473315	59479361	6046
390199	11	59511368	59520703	9335
3902	12	6772512	6778455	5943
390201	11	59712916	59713845	929
390205	11	61508749	61511018	2269
390212	11	67451301	67452729	1428
390231	11	89710299	89717872	7573
390243	11	94304580	94308146	3566
390245	11	95025258	95027596	2338
390259	11	122977570	122981834	4264
390260	11	123753580	123754518	938
390261	11	123805408	123806349	941
390264	11	124012997	124018732	5735
390265	11	124036013	124041325	5312
390271	11	124395534	124399024	3490
390275	11	124566660	124582942	16282
3903	19	54351384	54370558	19174
390313	12	48559882	48562956	3074
390321	12	55314343	55322364	8021
390323	12	55362975	55369279	6304
390326	12	55426254	55427192	938
390327	12	55469200	55470138	938
3904	19	54497879	54510687	12808
390429	14	19719015	19830253	111238
390431	14	19875142	19883932	8790
390433	14	20029399	20036038	6639
390436	14	20110739	20122199	11460
390437	14	20138820	20145471	6651
390439	14	20190896	20201075	10179
390441	14	20229402	20230346	944
390442	14	20239286	20244349	5063
390443	14	20556093	20561047	4954
390445	14	21148370	21159060	10690
390502	14	94364316	94366698	2382
390535	15	22427634	22437902	10268
390538	15	22070241	22083221	12980
390539	15	22125511	22126434	923
390594	15	65076746	65079948	3202
390595	15	65092760	65115200	22440
390598	15	67819704	67834582	14878
3906	12	48567684	48570066	2382
390616	15	79282722	79298239	15517
390637	15	90233808	90245811	12003
390648	15	101803509	101806887	3378
390649	15	101812202	101820197	7995
390651	15	101842119	101850324	8205
390664	16	1088226	1096711	8485
390667	16	1485886	1488981	3095
390748	16	88863333	88866660	3327
390790	17	39156894	39167484	10590
390792	17	40958417	40966948	8531
3908	6	128883138	129516566	633428
390874	19	1753506	1780988	27482
390882	19	9100407	9107475	7068
390883	19	9126012	9126950	938
390892	19	14840466	14848922	8456
3909	18	23689453	23956222	266769
390916	19	32691821	32713792	21971
390927	19	37506939	37548762	41823
390928	19	39083913	39111493	27580
390937	19	41907704	41928449	20745
390940	19	43575801	43583964	8163
390980	19	57240632	57262728	22096
390992	1	6244179	6245578	1399
390999	1	12773738	12777906	4168
391	11	3826978	3840959	13981
3910	6	112107931	112254939	147008
391002	1	13281304	13285137	3833
391003	1	13222695	13226154	3459
391004	1	13389632	13392629	2997
391013	1	20161253	20186518	25265
391059	1	99703970	99766635	62665
3911	20	62307955	62367312	59357
391104	1	156298624	156299307	683
391107	1	158418210	158426237	8027
391109	1	158461574	158470857	9283
391112	1	158544550	158554405	9855
391114	1	158716327	158720720	4393
391121	1	159432204	159433138	934
391123	1	159854316	159862657	8341
391189	1	247840928	247841896	968
391190	1	247948858	247949796	938
391191	1	247965233	247966386	1153
391192	1	248046836	248063407	16571
391194	1	248174821	248181067	6246
391195	1	248269917	248277976	8059
391196	1	248323630	248324568	938
3912	7	107923799	108003213	79414
391211	1	248508073	248527337	19264
391253	20	45722347	45725830	3483
3913	3	49121114	49133118	12004
391356	2	24789728	24793391	3663
391365	2	37167820	37196598	28778
3914	1	209614870	209652425	37555
391475	2	206651621	206721570	69949
3915	1	183023420	183145592	122172
3916	13	113297239	113323672	26433
391622	4	9367874	9369070	1196
391627	4	9358383	9359975	1592
391712	4	164954446	164977668	23222
391714	4	165053866	165060554	6688
391723	4	185018490	185020953	2463
391742	5	17498231	17498827	596
391746	5	17521801	17522397	596
391747	5	17528669	17529265	596
391769	5	17654868	17655849	981
3918	1	183186238	183245127	58889
392	11	46677080	46700619	23539
3920	X	120426148	120469365	43217
3921	3	39406716	39426255	19539
392138	7	144069811	144075870	6059
392188	8	7971661	7973253	1592
392197	8	12132417	12134099	1682
392255	8	96142333	96160806	18473
392307	9	35816391	35828747	12356
392309	9	35869463	35870401	938
392360	9	87772915	87786884	13969
392376	9	104604671	104605627	956
392390	9	122742303	122750783	8480
392391	9	122788933	122789895	962
392392	9	122800123	122801073	950
392399	9	135663309	135666961	3652
392433	X	26160601	26162410	1809
392465	X	48761747	48773648	11901
3925	1	25884181	25906991	22810
392509	X	100969708	100990831	21123
392517	X	107774899	107795829	20930
392617	7	1665745	1747946	82201
392636	7	15200317	15562015	361698
3927	17	38869859	38921770	51911
392843	7	151190873	151205496	14623
392862	7	6496778	6551461	54683
3929	20	38346482	38377013	30531
393	X	153907367	153934999	27632
3930	1	225401502	225428925	27423
393046	7	144048948	144058845	9897
3931	16	67939750	67944131	4381
3932	1	32251244	32286165	34921
3933	9	135521438	135526540	5102
3934	9	128149071	128153453	4382
3936	13	46125920	46211871	85951
3937	5	170246233	170297815	51582
3938	2	135787850	135837184	49334
3939	11	18394560	18408425	13865
394	14	32076114	32159728	83614
394263	6	30983718	30989903	6185
3945	12	21635342	21757857	122515
3948	11	18412318	18452063	39745
3949	19	11089418	11133820	44402
395	X	11117651	11665920	548269
3950	5	135922279	135954983	32704
3952	7	128241278	128257629	16351
3953	1	65420652	65641559	220907
3954	4	1811479	1856156	44677
3955	7	2512529	2529177	16648
3956	22	37675636	37679802	4166
3957	22	37570248	37582616	12368
3958	14	55124110	55145423	21313
3959	17	78971238	78979947	8709
396	17	81867719	81871378	3659
3960	19	38801671	38812945	11274
3963	19	38770968	38773517	2549
3964	1	236518000	236552981	34981
3965	17	27629798	27649560	19762
397	12	14942031	14961728	19697
3972	19	49015980	49017091	1111
3973	2	48686774	48755730	68956
3975	17	36936785	36944612	7827
3976	22	30240453	30246759	6306
3977	5	38474668	38608354	133686
3978	19	48115445	48170603	55158
398	16	280450	283010	2560
3980	17	34980512	35009743	29231
3981	13	108207439	108218368	10929
3982	19	51379909	51387974	8065
3983	10	114431110	114768061	336951
3984	7	74082933	74122525	39592
3985	22	31212239	31280080	67841
3987	2	108533671	108687246	153575
3988	10	89213569	89414557	200988
399	4	40191011	40246967	55956
3990	15	58410569	58569844	159275
3991	19	42401497	42427388	25891
3992	11	61799627	61829318	29691
3993	17	75525080	75575209	50129
399473	19	38388421	38399587	11166
399474	1	29119429	29123903	4474
3995	11	61873519	61892051	18532
399512	17	8287763	8295400	7637
3996	17	18225635	18244875	19240
399664	19	1554672	1568325	13653
399665	9	127940582	127980989	40407
399668	X	135421944	135428075	6131
399669	19	52927135	52942601	15466
399670	7	78347142	78359458	12316
399671	14	73478484	73558947	80463
399687	17	29071122	29180398	109276
399693	9	136249973	136306901	56928
399694	15	48823741	48963919	140178
399697	15	48178122	48203758	25636
399715	10	6271169	6401372	130203
399717	10	8016633	8057043	40410
399726	10	21487597	21497260	9663
3998	18	59327823	59359265	31442
399814	10	122697709	122699846	2137
399818	10	124748149	124791887	43738
399821	10	125700435	125719583	19148
399823	10	127737185	127741183	3998
399827	10	131772383	131790199	17816
399829	10	132965372	132976354	10982
399876	11	19510888	19524083	13195
399881	11	43074432	43269450	195018
399886	11	45307016	45462682	155666
399888	11	47586678	47589194	2516
399909	11	65615776	65637439	21663
399939	11	89911111	89922245	11134
399947	11	109422190	109429167	6977
399948	11	111290787	111305498	14711
399949	11	111514778	111537043	22265
399959	11	122028325	122556721	528396
399967	11	125776113	125778828	2715
399968	11	125833316	125840072	6756
399979	11	130866250	130916479	50229
40	17	33013087	34174964	1161877
400	12	101393116	101407772	14656
4000	1	156082572	156140081	57509
400002	12	9948137	9953336	5199
400043	12	54126019	54147485	21466
400073	12	110027028	110073636	46608
400084	12	125943740	125983667	39927
400087	12	127881616	127898645	17029
4001	5	126776623	126837020	60397
400120	13	36674020	36697839	23819
400121	13	37534940	37551536	16596
400165	13	112647044	112684497	37453
400208	14	37896060	37902372	6312
400224	14	69484692	69531551	46859
400236	14	89417354	89419793	2439
400238	14	90449602	90508469	58867
400242	14	95157645	95181475	23830
400258	14	104579764	104590515	10751
400359	15	38577150	39180499	603349
400360	15	39250681	39254845	4164
4004	11	8224309	8268716	44407
400451	15	92617448	92809884	192436
400456	15	95166065	95327129	161064
4005	11	33858576	33892076	33500
400500	16	11798461	11828977	30516
400506	16	19701937	19718235	16298
400511	16	24661422	24671062	9640
400512	16	27268205	27290492	22287
400533	16	35743268	35756515	13247
400548	16	85130343	85149443	19100
400550	16	86474525	86509099	34574
400558	16	89165760	89169151	3391
400566	17	410325	431062	20737
400569	17	4731428	4733608	2180
400579	17	18411150	18414388	3238
400581	17	19127535	19162274	34739
400591	17	34502380	34579403	77023
400604	17	50866605	50938089	71484
400612	17	63994763	63999899	5136
400617	17	70166961	70169404	2443
400618	17	72067099	72237203	170104
400619	17	72221072	72640472	419400
400620	17	73737854	73800966	63112
400624	17	77875344	77893858	18514
400629	17	82359247	82363775	4528
400643	18	6919496	6930019	10523
400644	18	14946267	14974215	27948
400654	18	64181314	64260055	78741
400655	18	73150105	73264533	114428
400658	18	76495521	76498088	2567
400668	19	685546	695498	9952
400673	19	5904872	5910853	5981
400680	19	21483374	21503238	19864
400685	19	34788527	34860747	72220
4007	X	49174802	49186528	11726
400709	19	49969600	49975819	6219
400710	19	50050589	50066795	16206
400713	19	52369917	52385795	15878
400720	19	57466663	57477570	10907
400728	1	817363	819842	2479
400735	1	12879212	12886201	6989
400736	1	13196188	13201409	5221
400743	1	17189782	17198369	8587
400745	1	20719731	20732837	13106
400746	1	24556087	24609328	53241
400752	1	45303910	45305619	1709
400757	1	67092165	67231853	139688
400759	1	89407579	89427272	19693
400765	1	97933474	98054717	121243
400793	1	162378841	162386812	7971
400794	1	165450147	165582155	132008
400797	1	178479240	178499634	20394
400798	1	178542752	178548889	6137
4008	13	75620434	75859870	239436
400800	1	199148598	199393307	244709
400804	1	221298513	221336489	37976
400818	1	149052186	149103561	51375
400823	1	222737202	222751004	13802
400830	20	257724	261096	3372
400831	20	1203454	1209076	5622
400839	20	24063255	24298484	235229
400866	21	38733890	38773501	39611
400891	22	21045946	21064168	18222
4009	1	165201867	165356715	154848
400916	22	23765834	23767972	2138
400931	22	46044913	46116382	71469
400932	22	47612231	47631569	19338
400935	22	49991811	50012765	20954
400941	2	6728177	6782637	54460
400945	2	18985786	19348074	362288
400946	2	19863616	19885047	21431
400950	2	41935368	41956806	21438
400952	2	45164809	45323397	158588
400954	2	54723499	54972025	248526
400955	2	58427707	59355588	927881
400957	2	60823069	60882232	59163
400958	2	64901840	65056233	154393
400960	2	69962263	70089206	126943
400961	2	71182738	71227103	44365
400966	2	86913783	87013976	100193
400986	2	95836919	95991831	154912
400997	2	111098345	111116407	18062
401	11	72239077	72245664	6587
4010	9	126613928	126701032	87104
401014	2	144666312	145262988	596676
401022	2	176164051	176189421	25370
401024	2	185738804	185833290	94486
401027	2	196804417	196809355	4938
401036	2	236193459	236264409	70950
401039	2	238919302	238926269	6967
401040	2	239578301	239586094	7793
401067	3	51826883	51833389	6506
401074	3	75672232	75742089	69857
401081	3	109118252	109151401	33149
401082	3	109409990	109723275	313285
401089	3	138947217	138953990	6773
401093	3	152245262	152269590	24328
401097	3	160225422	160228213	2791
401103	3	182215209	182618285	403076
401109	3	196141940	196193538	51598
401115	4	2041995	2043964	1969
401124	4	36281616	36347511	65895
401134	4	64885649	65024485	138836
401137	4	70133616	70176799	43183
401138	4	70518569	70532743	14174
401145	4	90127394	91605295	1477901
401152	4	119296419	119304445	8026
401172	5	6310441	6339884	29443
401177	5	17359274	17387350	28076
401190	5	64506015	64612319	106304
4012	5	96935394	97037513	102119
401207	5	127045235	127073506	28271
401232	6	2987967	2991173	3206
401236	6	17102050	17131378	29328
401237	6	21664164	22660021	995857
401247	6	30797678	30830659	32981
401250	6	31528962	31530232	1270
401251	6	31762656	31764850	2194
401253	6	33586099	33593467	7368
401258	6	36697826	36733184	35358
401262	6	43299710	43308826	9116
401264	6	52576786	52643081	66295
401265	6	53647916	53665756	17840
401286	6	167666840	167679279	12439
401288	6	169788790	169799549	10759
4013	11	124115404	124147721	32317
401331	7	43940895	44040670	99775
401335	7	47654010	47661648	7638
401337	7	53655504	53811952	156448
401387	7	92141643	92179531	37888
401397	7	113116718	113118560	1842
401398	7	124929862	125482966	553104
401399	7	128350325	128361690	11365
4014	1	153259687	153262124	2437
401409	7	140404058	140427974	23916
401427	7	144257663	144264792	7129
401428	7	144250671	144251603	932
401431	7	149867694	149880610	12916
401447	8	7332387	7333979	1592
401463	8	64574306	64582108	7802
401466	8	85214048	85220421	6373
401474	8	118189455	118622112	432657
401491	9	2301072	2622457	321385
401494	9	20999509	21031640	32131
401498	9	32783540	32789201	5661
4015	5	122063195	122078413	15218
401505	9	37582646	37592604	9958
401508	9	61205258	61214772	9514
401509	9	39443589	39552802	109213
401535	9	87148404	87159556	11152
401541	9	92325953	92620529	294576
401546	9	110190048	110208159	18111
401548	9	112750760	112881671	130911
401551	9	124853417	124857890	4473
401554	9	130140610	130144219	3609
401561	9	136612019	136625416	13397
401562	9	136981904	136986410	4506
401563	9	137027464	137037957	10493
401565	9	137243584	137247770	4186
401577	Y	2608406	2666596	58190
4016	15	73925989	73952137	26148
401612	X	104099214	104157009	57795
401613	X	111511645	111522399	10754
401647	10	97849843	97871580	21737
401661	11	4690423	4697853	7430
401665	11	4881819	4882883	1064
401666	11	4942831	4947605	4774
401667	11	4954772	4955713	941
4017	8	23296897	23425328	128431
401720	12	51817899	51848718	30819
4018	6	160531482	160664275	132793
401898	19	11634404	11686738	52334
401934	1	1070967	1074306	3339
401944	1	21812265	21825225	12960
401992	1	248445512	248455725	10213
401993	1	248488589	248491113	2524
401994	1	248678138	248702766	24628
402	11	65014160	65022184	8024
402055	22	26483877	26494658	10781
402117	2	214411054	214578976	167922
402135	3	98497681	98498631	950
402160	4	2418955	2463002	44047
4023	8	19901717	19967259	65542
402317	7	144228244	144239605	11361
402381	9	135693407	135704498	11091
402415	X	100913445	100929433	15988
4025	17	58218548	58268518	49970
402569	7	99173572	99250075	76503
402573	7	100456620	100464260	7640
4026	3	188153284	188890671	737387
402635	7	2474728	2476894	2166
402665	19	51311644	51330891	19247
402682	7	100888721	100889715	994
402778	11	1732406	1750595	18189
402779	1	33868953	33893726	24773
403	10	102673731	102714397	40666
403150	2	28384409	28394705	10296
403239	1	248649838	248655528	5690
403244	1	248636356	248645278	8922
403253	11	48488793	48489722	929
403257	11	50032874	50033794	920
403273	3	98147479	98156614	9135
403274	3	98166696	98169774	3078
403277	3	98390666	98391631	965
403278	3	98353854	98354819	965
403282	12	55400529	55401467	938
403284	12	55492378	55493316	938
4033	12	25004342	25108335	103993
403313	9	4662294	4665258	2964
403314	1	183646275	183653316	7041
403339	6	49946101	49949444	3343
403341	9	126860639	126885878	25239
4034	7	100574011	100586129	12118
4035	12	57128483	57213361	84878
4036	2	169127109	169362534	235425
4037	19	33177603	33208864	31261
4038	11	46856717	46918642	61925
4040	12	12116025	12267044	151019
404037	19	19254756	19262804	8048
404093	17	57861243	57955412	94169
4041	11	68312591	68449275	136684
404201	4	84965534	85011277	45743
404203	5	148202794	148215137	12343
404216	10	120597949	120600124	2175
404217	19	7924491	7926135	1644
404266	17	48549630	48606414	56784
404281	X	21855987	21858740	2753
4043	4	3503612	3532446	28834
4045	3	115802374	117997592	2195218
404550	16	85690084	85751129	61045
404552	11	62296281	62299075	2794
4046	11	1850904	1892267	41363
404636	10	119104086	119137984	33898
404663	5	12574814	12862171	287357
404665	19	3606497	3613930	7433
404672	6	158168350	158199344	30994
4047	21	46188141	46228824	40683
404734	5	140401908	140549569	147661
404744	7	34287269	34871582	584313
404785	14	19402486	19434341	31855
4048	12	96000753	96043520	42767
4049	6	31572054	31574324	2270
405	1	150809713	150876708	66995
4050	6	31580525	31582522	1997
4051	19	15640897	15662825	21928
4052	2	32946953	33399509	452556
4053	14	74498183	74612378	114195
4054	11	65538559	65558930	20371
4055	12	6375045	6391571	16526
4056	5	179793980	179796647	2667
4057	3	46435645	46485234	49589
405753	15	45114326	45118421	4095
405754	6	11102324	11111845	9521
4058	15	41503637	41513887	10250
4059	19	44809071	44821421	12350
406	11	13276652	13387266	110614
4060	12	91102629	91111494	8865
4061	8	143017982	143023832	5850
4062	8	143157914	143160711	2797
4063	1	160796074	160828483	32409
4064	5	67179613	67196799	17186
4065	2	159803355	159904756	101401
4066	19	13099033	13103161	4128
4067	8	55879835	56014169	134334
4068	X	124227868	124373197	145329
406881	9	94175957	94176036	79
406882	11	122146522	122146593	71
406883	22	46112749	46112822	73
406884	22	46113686	46113768	82
406885	21	16539828	16539911	83
406886	9	94178834	94178920	86
406887	19	51692786	51692864	78
406888	9	94176347	94176433	86
406889	X	53557192	53557274	82
406890	3	52268278	52268361	83
406891	12	62603686	62603769	83
406892	11	122152229	122152308	79
406893	1	65058434	65058508	74
406894	9	4850297	4850375	78
406895	5	168560896	168560973	77
406896	20	3917494	3917571	77
406897	X	152392219	152392299	80
406898	X	152394412	152394492	80
406899	X	134170198	134170278	80
4069	12	69348381	69354234	5853
406900	7	100093993	100094074	81
406901	10	89592747	89592827	80
406902	17	48579838	48579947	109
406903	2	176150303	176150412	109
406904	20	62554306	62554376	70
406905	18	21829004	21829088	84
406906	18	58451074	58451158	84
406907	8	9903388	9903472	84
406908	8	64379149	64379257	108
406909	20	63178500	63178586	86
406910	19	51693254	51693339	85
406911	11	122099757	122099844	87
406912	21	16590237	16590325	88
406913	9	136670602	136670686	84
