"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Abnormal corpus striatum morphology","HP:0010994","1","0","42","235","1","5080","1356"
"HP","Neoplasm of the large intestine","HP:0100834","1","0","115","235","1","5080","50940"
"HP","Vitreous floaters","HP:0100832","1","0","12","235","1","5080","7276"
"HP","Increased bone mineral density","HP:0011001","1","0","112","235","5","5080","9365,8788,56172,4160,189"
"HP","Osteopetrosis","HP:0011002","1","0","19","235","1","5080","56172"
"HP","High myopia","HP:0011003","1","0","97","235","3","5080","7276,4094,283375"
"HP","Abnormal systemic arterial morphology","HP:0011004","1","0","548","235","24","5080","8788,83854,745,7066,6496,63036,6239,57582,5468,51085,50940,5053,4774,3990,3931,336,3081,3053,255738,2548,2099,189,1581,116519"
"HP","Glomerulopathy","HP:0100820","1","0","41","235","1","5080","6928"
"HP","Abnormal morphology of the musculature of the neck","HP:0011006","1","0","87","235","4","5080","84504,773,3098,1356"
"HP","Intestinal fistula","HP:0100819","1","0","35","235","1","5080","3110"
"HP","Blue nevus","HP:0100814","1","0","11","235","1","5080","50940"
"HP","Long fingers","HP:0100807","1","0","312","235","7","5080","91252,6239,57178,4882,4094,25970,170302"
"HP","Abnormal cellular physiology","HP:0011017","1","0","639","235","6","5080","6777,64116,6239,55630,3952,3033"
"HP","Malignant neoplasm of the central nervous system","HP:0100836","1","0","98","235","1","5080","1030"
"HP","Abnormal cellular immune system morphology","HP:0010987","1","0","639","235","15","5080","92579,816,7066,6777,6720,6690,3952,29071,2821,2328,221895,2165,148867,1357,10019"
"HP","Digenic inheritance","HP:0010984","1","0","16","235","1","5080","10599"
"HP","Aplasia/Hypoplasia of the eyebrow","HP:0100840","1","0","219","235","2","5080","79574,773"
"HP","Abnormality of the plantar skin of foot","HP:0100872","1","0","169","235","1","5080","6898"
"HP","Abnormal renal pelvis morphology","HP:0010944","1","0","304","235","9","5080","92579,8788,84720,7498,7466,64840,64321,6095,4774"
"HP","Dilatation of the renal pelvis","HP:0010946","1","0","287","235","9","5080","92579,8788,84720,7498,7466,64840,64321,6095,4774"
"HP","Abnormal fetal cardiovascular morphology","HP:0010948","1","0","53","235","1","5080","84720"
"HP","Abnormal fourth ventricle morphology","HP:0010950","1","0","166","235","3","5080","79068,6311,3784"
"HP","Abnormal circulating fatty-acid anion concentration","HP:0010966","1","0","41","235","2","5080","3033,283209"
"HP","Abnormal circulating carnitine concentration","HP:0010967","1","0","22","235","1","5080","3033"
"HP","Epileptic encephalopathy","HP:0200134","1","0","128","235","4","5080","773,57582,284111,170302"
"HP","Abnormality of glycolipid metabolism","HP:0010969","1","0","12","235","1","5080","3795"
"HP","Abnormal myeloid leukocyte morphology","HP:0010974","1","0","343","235","10","5080","92579,816,7066,6777,6720,29071,2821,2328,148867,10019"
"HP","Abnormality of immune system physiology","HP:0010978","1","0","1812","235","79","5080","9971,9420,92579,9095,8788,8647,8462,816,81494,7780,7498,7466,7360,731,729,6927,6843,6833,6777,6720,6718,6690,6524,6496,64788,64321,64116,63924,6239,5950,56246,56172,55630,5468,5261,51085,50940,5080,5078,5053,4760,4547,4153,4094,3952,3767,3670,3651,3643,3630,3172,3110,3081,29071,286,283209,2806,2678,2645,26007,2548,2538,2328,2243,221895,2165,2099,208,189,170302,169792,1581,1369,1357,130589,127833,113278,113220,10747"
"HP","Abnormal palm morphology","HP:0100871","1","0","518","235","7","5080","92579,91252,8788,6898,64840,283209,23261"
"HP","Short femoral neck","HP:0100864","1","0","44","235","2","5080","91252,8788"
"HP","Abnormal emotional state","HP:0100851","1","0","692","235","30","5080","9971,8912,8789,8647,816,773,7466,6999,6833,6496,6311,6239,5836,57582,55630,5446,5444,5230,50940,5053,5009,3060,2998,2328,221895,2203,162417,1610,10891,1030"
"HP","Neoplasm of the male external genitalia","HP:0100848","1","0","34","235","2","5080","56246,50940"
"HP","Septo-optic dysplasia","HP:0100842","1","0","21","235","1","5080","3170"
"HP","Anemia of inadequate production","HP:0010972","1","0","201","235","8","5080","7466,3931,3784,3098,26007,164656,148867,1356"
"HP","Abnormal circulating enzyme concentration","HP:0011021","1","0","326","235","14","5080","6566,5837,5261,5260,5213,3991,3156,3033,270,2548,2027,189,1807,1374"
"HP","Oral-pharyngeal dysphagia","HP:0200136","1","0","45","235","1","5080","773"
"HP","Cleft hard palate","HP:0410005","1","0","74","235","1","5080","6496"
"HP","Abnormal diencephalon morphology","HP:0010662","1","0","130","235","3","5080","6496,57462,1356"
"HP","Abnormal thalamus morphology","HP:0010663","1","0","49","235","2","5080","57462,1356"
"HP","Abnormal zygomatic bone morphology","HP:0010668","1","0","251","235","7","5080","6898,6496,6239,56172,51085,4094,23169"
"HP","Abnormal brain-evoked potentials","HP:0430106","1","0","109","235","3","5080","7299,7274,126129"
"HP","Abnormal curvature of the vertebral column","HP:0010674","1","0","1221","235","33","5080","9420,91252,8788,84842,84720,84504,7274,7066,6843,6496,64840,6239,57582,57178,5260,51085,50940,5080,4882,4547,4094,3991,3098,3081,25970,23261,2132,170302,169792,127833,113278,111,10584"
"HP","Abnormal foot bone ossification","HP:0010675","1","0","13","235","1","5080","23169"
"HP","Enuresis nocturna","HP:0010677","1","0","12","235","1","5080","6524"
"HP","Anti-thyroid antibody positivity","HP:0430050","1","0","13","235","1","5080","169792"
"HP","Pulverulent cataract","HP:0010693","1","0","11","235","1","5080","4094"
"HP","Intracranial calcification","HP:0430048","1","0","144","235","4","5080","9365,57462,5053,113612"
"HP","Small joint hypermobilty","HP:0430046","1","0","63","235","1","5080","23261"
"HP","Abnormal circulating immunoglobulin concentration","HP:0010701","1","0","292","235","1","5080","6777"
"HP","Increased circulating antibody concentration","HP:0010702","1","0","110","235","1","5080","6777"
"HP","Abnormality of hair texture","HP:0010719","1","0","196","235","4","5080","79574,6720,64840,3242"
"HP","Abnormal hair pattern","HP:0010720","1","0","376","235","9","5080","9935,7360,6928,64840,5468,3643,25970,23261,170302"
"HP","Abnormal hand bone ossification","HP:0010660","1","0","41","235","1","5080","23169"
"HP","Abnormal hair whorl","HP:0010721","1","0","39","235","1","5080","23261"
"HP","Abnormal epiphyseal ossification","HP:0010656","1","0","86","235","5","5080","8788,7173,389434,2099,142680"
"HP","Aplasia of the falx cerebri","HP:0010654","1","0","20","235","1","5080","6496"
"HP","Abnormal blood oxygen level","HP:0500165","1","0","47","235","1","5080","10144"
"HP","Food allergy","HP:0500093","1","0","17","235","1","5080","816"
"HP","Anterior pituitary hypoplasia","HP:0010627","1","0","37","235","2","5080","3170,148867"
"HP","Facial palsy","HP:0010628","1","0","188","235","5","5080","6843,56172,3098,127833,113278"
"HP","Schizencephaly","HP:0010636","1","0","9","235","1","5080","6496"
"HP","Abnormal circulating dehydroepiandrosterone concentration","HP:0500022","1","0","15","235","1","5080","56246"
"HP","Abnormal cardiac exercise stress test","HP:0500018","1","0","19","235","1","5080","3784"
"HP","Abnormal nasal cavity morphology","HP:0010640","1","0","17","235","1","5080","6496"
"HP","Abnormality of the midnasal cavity","HP:0010641","1","0","16","235","1","5080","6496"
"HP","Midnasal stenosis","HP:0010644","1","0","16","235","1","5080","6496"
"HP","Abnormal elasticity of skin","HP:0010647","1","0","238","235","7","5080","91252,8788,51085,50940,5053,4882,3643"
"HP","Abnormal meningeal morphology","HP:0010651","1","0","187","235","5","5080","7276,6496,6239,25970,1030"
"HP","Moon facies","HP:0500011","1","0","15","235","1","5080","50940"
"HP","Abnormal dura mater morphology","HP:0010652","1","0","27","235","1","5080","6496"
"HP","Abnormality of the falx cerebri","HP:0010653","1","0","26","235","1","5080","6496"
"HP","Epiphyseal stippling","HP:0010655","1","0","40","235","1","5080","8788"
"HP","Abnormal alcohol consumption","HP:0430037","1","0","26","235","1","5080","6777"
"HP","Short metatarsal","HP:0010743","1","0","62","235","2","5080","64840,4882"
"HP","Medial flaring of the eyebrow","HP:0010747","1","0","36","235","1","5080","51085"
"HP","Open bite","HP:0010807","1","0","62","235","1","5080","64840"
"HP","Protruding tongue","HP:0010808","1","0","48","235","1","5080","79068"
"HP","Generalized tonic seizure","HP:0010818","1","0","64","235","3","5080","773,57582,170302"
"HP","Atonic seizure","HP:0010819","1","0","96","235","3","5080","816,773,170302"
"HP","Focal emotional seizure with laughing","HP:0010821","1","0","17","235","1","5080","57582"
"HP","Abnormal seventh cranial physiology","HP:0010827","1","0","189","235","5","5080","6843,56172,3098,127833,113278"
"HP","Impaired temperature sensation","HP:0010829","1","0","34","235","1","5080","773"
"HP","Impaired tactile sensation","HP:0010830","1","0","37","235","1","5080","3098"
"HP","Abnormal neural tube morphology","HP:0410043","1","0","312","235","9","5080","9935,8788,81788,6496,64840,6239,6095,2132,10584"
"HP","Abnormality of pain sensation","HP:0010832","1","0","110","235","3","5080","84504,773,3098"
"HP","Abnormal T cell activation","HP:0410035","1","0","9","235","1","5080","3952"
"HP","Cleft lip","HP:0410030","1","0","221","235","4","5080","81788,6496,64840,10584"
"HP","Epigastric pain","HP:0410019","1","0","11","235","1","5080","6690"
"HP","Recurrent ear infections","HP:0410018","1","0","19","235","1","5080","3952"
"HP","Abnormality of the peripheral nervous system","HP:0410008","1","0","463","235","19","5080","84842,84720,773,7466,7299,7276,7274,6843,6720,6496,6311,6239,3952,3784,3098,2645,25970,170302,127833"
"HP","Tented upper lip vermilion","HP:0010804","1","0","120","235","3","5080","8788,84720,6496"
"HP","Impaired visuospatial constructive cognition","HP:0010794","1","0","29","235","2","5080","8912,51085"
"HP","Testicular neoplasm","HP:0010788","1","0","33","235","2","5080","56246,50940"
"HP","Genital neoplasm","HP:0010787","1","0","153","235","6","5080","6928,56246,50940,5080,3784,3110"
"HP","Abnormal frontal bone morphology","HP:0430000","1","0","430","235","9","5080","91252,8788,84504,7360,56172,4882,4774,3098,142680"
"HP","Abnormality of the premaxilla","HP:0010758","1","0","12","235","1","5080","6496"
"HP","Absent toe","HP:0010760","1","0","70","235","1","5080","64840"
"HP","Palmar hyperkeratosis","HP:0010765","1","0","129","235","1","5080","6898"
"HP","Ectopic calcification","HP:0010766","1","0","247","235","11","5080","9365,8788,6690,57462,56172,5053,3081,255738,189,1357,113612"
"HP","Brain imaging abnormality","HP:0410263","1","0","163","235","5","5080","84842,773,64116,3156,25970"
"HP","CSF lymphocytic pleiocytosis","HP:0200149","1","0","19","235","1","5080","773"
"HP","Sacrococcygeal pilonidal abnormality","HP:0010767","1","0","119","235","2","5080","286,10584"
"HP","Partial anomalous pulmonary venous return","HP:0010773","1","0","11","235","1","5080","745"
"HP","Abnormal circulating IgE concentration","HP:0410241","1","0","52","235","1","5080","6777"
"HP","Hyperacusis","HP:0010780","1","0","29","235","1","5080","51085"
"HP","Skin dimple","HP:0010781","1","0","126","235","2","5080","286,10584"
"HP","Erythema","HP:0010783","1","0","126","235","3","5080","6720,64840,55630"
"HP","Gonadal neoplasm","HP:0010785","1","0","103","235","6","5080","6928,56246,50940,5080,3784,3110"
"HP","Urinary tract neoplasm","HP:0010786","1","0","142","235","5","5080","6928,6927,5080,3784,2132"
"HP","Anomalous pulmonary venous return","HP:0010772","1","0","82","235","1","5080","745"
"HP","Substantia nigra gliosis","HP:0011960","1","0","13","235","1","5080","6311"
"HP","Knee clonus","HP:0011449","1","0","9","235","1","5080","113278"
"HP","Abnormal bronchus morphology","HP:0025426","1","0","216","235","2","5080","745,10144"
"HP","Abnormal cry","HP:0025429","1","0","62","235","3","5080","79068,6843,127833"
"HP","Increased circulating lactate dehydrogenase concentration","HP:0025435","1","0","81","235","3","5080","6718,5213,2548"
"HP","Abnormal CSF metabolite concentration","HP:0025454","1","0","159","235","4","5080","84842,64116,1807,1317"
"HP","Abnormal CSF protein concentration","HP:0025456","1","0","57","235","2","5080","773,7276"
"HP","Abnormal cell morphology","HP:0025461","1","0","43","235","1","5080","6311"
"HP","Orthodeoxia","HP:0033367","1","0","13","235","1","5080","10144"
"HP","Abnormal blood vessel morphology","HP:0033353","1","0","993","235","36","5080","92579,91252,8788,84720,83854,79068,745,7066,6496,64840,63036,6239,5950,57582,57178,5468,51085,50940,5053,4774,4094,3990,3931,336,3110,3081,3053,286,255738,2548,2132,2099,189,170302,1581,116519"
"HP","Increased circulating thyroglobulin concentration","HP:0025484","1","0","9","235","1","5080","169792"
"HP","Epileptic aura","HP:0033348","1","0","22","235","1","5080","773"
"HP","Hypoplastic hippocampus","HP:0025517","1","0","17","235","1","5080","23261"
"HP","Acute phase response","HP:0033331","1","0","208","235","9","5080","9365,6690,5313,164656,1576,142680,1357,1356,1030"
"HP","Non-motor seizure","HP:0033259","1","0","196","235","4","5080","8912,773,57582,170302"
"HP","Abnormal T cell subset distribution","HP:0025540","1","0","85","235","1","5080","3952"
"HP","Supernumerary bones of the axial skeleton","HP:0009144","1","0","29","235","2","5080","4094,286"
"HP","Abnormal mean corpuscular hemoglobin concentration","HP:0025546","1","0","21","235","1","5080","286"
"HP","Increased mean corpuscular hemoglobin concentration","HP:0025548","1","0","16","235","1","5080","286"
"HP","Abnormal larynx morphology","HP:0025423","1","0","159","235","2","5080","8788,6239"
"HP","Abnormal morphology of the choroidal vasculature","HP:0025568","1","0","28","235","1","5080","189"
"HP","Diffuse alveolar hemorrhage","HP:0025420","1","0","22","235","1","5080","6777"
"HP","Asthenia","HP:0025406","1","0","16","235","1","5080","866"
"HP","Pre-capillary pulmonary hypertension","HP:0033578","1","0","157","235","4","5080","92579,8788,776,7066"
"HP","Upgaze palsy","HP:0025331","1","0","15","235","1","5080","84504"
"HP","Delayed ability to stand","HP:0025335","1","0","17","235","1","5080","2548"
"HP","Delayed ability to sit","HP:0025336","1","0","83","235","5","5080","6843,64116,3098,2548,111"
"HP","Red eye","HP:0025337","1","0","126","235","4","5080","6720,55630,5080,4547"
"HP","Anti-nucleoporin 62 antibody positivity","HP:0033556","1","0","29","235","1","5080","221895"
"HP","Abnormal cellular phenotype","HP:0025354","1","0","675","235","8","5080","6777,64116,6311,6239,55630,50674,3952,3033"
"HP","Extractable nuclear antigen positivity","HP:0033476","1","0","33","235","1","5080","221895"
"HP","Interictal EEG abnormality","HP:0025373","1","0","327","235","12","5080","8912,84720,773,6843,6833,64116,57582,57094,3767,284111,170302,127833"
"HP","Anti-thyroid peroxidase antibody positivity","HP:0025379","1","0","11","235","1","5080","169792"
"HP","Tube feeding","HP:0033454","1","0","211","235","4","5080","8789,8788,84720,6496"
"HP","Tissue ischemia","HP:0033401","1","0","123","235","4","5080","83854,7066,162417,10019"
"HP","Irregularly shaped sperm tail","HP:0033393","1","0","17","235","1","5080","144132"
"HP","Dorsocervical fat pad","HP:0025383","1","0","17","235","1","5080","50940"
"HP","Pulmonary interstitial high-resolution computed tomography abnormality","HP:0025389","1","0","23","235","1","5080","10144"
"HP","Reticular pattern on pulmonary HRCT","HP:0025390","1","0","13","235","1","5080","10144"
"HP","Abnormal visual fixation","HP:0025404","1","0","32","235","2","5080","64116,56172"
"HP","Abnormal spleen morphology","HP:0025408","1","0","608","235","26","5080","9420,92579,8788,8647,745,7066,6718,6239,55630,55532,5468,5313,5261,5009,3931,3643,3098,286,2821,2548,2328,2266,2244,2243,169792,10019"
"HP","Abnormal left atrium morphology","HP:0025579","1","0","25","235","1","5080","2997"
"HP","Focal emotional seizure","HP:0025613","1","0","19","235","1","5080","57582"
"HP","Abscess","HP:0025615","1","0","75","235","2","5080","92579,3110"
"HP","Enchondroma","HP:0030038","1","0","23","235","1","5080","50940"
"HP","Flexion contracture of digit","HP:0030044","1","0","333","235","7","5080","9935,91252,8788,6999,64840,4094,170302"
"HP","Abnormal circulating proteinogenic amino acid derivative concentration","HP:0033108","1","0","73","235","4","5080","763,5091,2203,162417"
"HP","Increased proteinogenic amino acid level in urine","HP:0033100","1","0","45","235","3","5080","6999,6898,3034"
"HP","Increased urinary non-proteinogenic amino acid level","HP:0033098","1","0","33","235","2","5080","5053,2678"
"HP","Increased urine proteinogenic amino acid derivative level","HP:0033097","1","0","11","235","1","5080","3034"
"HP","Tip-toe gait","HP:0030051","1","0","90","235","3","5080","6843,127833,113612"
"HP","Abnormal macroscopic urine appearance","HP:0033072","1","0","59","235","3","5080","6718,5837,3081"
"HP","Nervous tissue neoplasm","HP:0030060","1","0","93","235","1","5080","1030"
"HP","Neuroectodermal neoplasm","HP:0030061","1","0","93","235","1","5080","1030"
"HP","Neuroepithelial neoplasm","HP:0030063","1","0","92","235","1","5080","1030"
"HP","Anti-Sm antibody positivity","HP:0033040","1","0","31","235","1","5080","221895"
"HP","Anti-U1 ribonucleoprotein antibody positivity","HP:0033028","1","0","31","235","1","5080","221895"
"HP","Clinodactyly","HP:0030084","1","0","573","235","11","5080","92579,8788,84720,6833,51085,5053,4882,4094,3767,2132,10584"
"HP","Male reproductive system neoplasm","HP:0033019","1","0","62","235","2","5080","56246,50940"
"HP","Abnormal CSF lactate concentration","HP:0030085","1","0","106","235","3","5080","84842,64116,1317"
"HP","Focal automatism seizure","HP:0032898","1","0","12","235","1","5080","773"
"HP","Abnormal shoulder physiology","HP:0033129","1","0","14","235","1","5080","3081"
"HP","Female sexual dysfunction","HP:0030014","1","0","67","235","1","5080","3060"
"HP","Abnormal cognitive process","HP:0025792","1","0","1802","235","55","5080","9420,8912,8788,84720,84504,81615,816,773,7466,7436,7360,7276,7274,7066,6999,6928,6898,6843,6777,6496,64116,6311,6239,6095,57582,57462,57178,55532,55180,5446,5444,5261,5230,5080,4547,3739,3098,3034,284111,283209,2806,26007,25970,2328,23261,2132,1807,170302,162417,1610,1374,1356,127833,111,10891"
"HP","Abnormal ureter morphology","HP:0025633","1","0","157","235","5","5080","7466,6928,64840,64321,170302"
"HP","Abnormal ureter physiology","HP:0025634","1","0","244","235","12","5080","84720,6928,64321,6239,57178,51085,5080,4774,3784,3670,3110,25970"
"HP","Fetal neck anomaly","HP:0025667","1","0","113","235","1","5080","1317"
"HP","Abnormal neck morphology","HP:0025668","1","0","666","235","17","5080","9935,91252,8788,84842,84720,84504,79068,773,7066,6928,6239,5468,3991,3098,23169,1356,1317"
"HP","Abnormal neck physiology","HP:0025669","1","0","37","235","1","5080","773"
"HP","Early young adult onset","HP:0025708","1","0","62","235","2","5080","3630,2100"
"HP","Intermediate young adult onset","HP:0025709","1","0","21","235","1","5080","3767"
"HP","Late young adult onset","HP:0025710","1","0","42","235","1","5080","3767"
"HP","Abnormal arterial physiology","HP:0025323","1","0","180","235","7","5080","83854,7066,462,221895,189,162417,10019"
"HP","Abnormal social development","HP:0025732","1","0","151","235","3","5080","8788,6833,25970"
"HP","Abnormal affect","HP:0025766","1","0","1340","235","56","5080","9971,8912,8789,8647,816,773,763,7466,7351,7173,6999,6927,6833,6496,6311,6239,5836,57582,57178,55630,55180,5446,5444,5230,51085,50940,5053,5009,4774,389434,3767,3739,3242,3172,3060,3034,3033,2998,284111,283209,25970,2328,23261,229,221895,2203,1807,170302,162417,1610,1374,1356,1317,111,10891,1030"
"HP","Disordered formal thought process","HP:0025769","1","0","37","235","2","5080","81615,7274"
"HP","Disorder of thought content","HP:0025779","1","0","75","235","3","5080","8912,57582,2328"
"HP","Abnormal volitional state","HP:0025780","1","0","1192","235","53","5080","9971,8912,8647,816,773,763,7466,7351,7173,6999,6927,6833,6496,6311,6239,57582,57178,55630,55180,5446,5444,51085,50940,5053,5009,4774,389434,3767,3739,3242,3172,3060,3034,3033,2998,284111,283209,25970,2328,23261,229,221895,2203,1807,170302,162417,1610,1374,1356,1317,111,10891,1030"
"HP","Diagnostic behavioral phenotype","HP:0025783","1","0","690","235","17","5080","8788,84720,816,773,7466,6928,6844,6239,6095,57178,5053,284111,25970,23261,2132,1807,170302"
"HP","Abnormal preoccupation","HP:0025785","1","0","50","235","3","5080","8912,57582,2328"
"HP","Abnormal pharynx morphology","HP:0033151","1","0","209","235","3","5080","92579,50940,3952"
"HP","Abnormal renal echogenicity","HP:0033130","1","0","40","235","1","5080","29071"
"HP","Abnormal nail surface","HP:0025757","1","0","41","235","2","5080","64840,55630"
"HP","Ovarian carcinoma","HP:0025318","1","0","14","235","1","5080","50940"
"HP","Malar rash","HP:0025300","1","0","38","235","1","5080","221895"
"HP","Abnormal esophagus physiology","HP:0025270","1","0","916","235","29","5080","9420,84842,816,773,7466,6843,6496,64840,6476,6311,6239,5837,57462,56246,5446,5444,51085,3156,284111,25970,23261,2132,170302,1610,127833,113278,10891,1030,10144"
"HP","Absent vas deferens","HP:0012873","1","0","22","235","1","5080","6928"
"HP","Abnormal male reproductive system physiology","HP:0012874","1","0","359","235","9","5080","7466,7276,6928,56246,50940,3060,286,144132,1030"
"HP","Abnormal labia majora morphology","HP:0012881","1","0","46","235","2","5080","3991,2100"
"HP","Anti-Ro52/TRIM21 antibody positivity","HP:0034093","1","0","29","235","1","5080","221895"
"HP","Abnormal motor evoked potentials","HP:0012896","1","0","12","235","1","5080","126129"
"HP","Esodeviation","HP:0020045","1","0","235","235","10","5080","8788,84842,84720,816,773,6843,6720,6095,146167,127833"
"HP","Exodeviation","HP:0020049","1","0","129","235","6","5080","84842,773,7299,56172,5080,283209"
"HP","Anti-complement component C1q antibody positivity","HP:0034077","1","0","29","235","1","5080","221895"
"HP","Anti-ribosome Po antibody positivity","HP:0034076","1","0","29","235","1","5080","221895"
"HP","Abnormal eosinophil count","HP:0020064","1","0","66","235","1","5080","6720"
"HP","Hypopigmented macule","HP:0020073","1","0","26","235","1","5080","1030"
"HP","Unusual fungal infection","HP:0020100","1","0","115","235","2","5080","6720,55630"
"HP","Abnormal fetal physiology","HP:0034059","1","0","307","235","5","5080","816,773,6843,284111,127833"
"HP","Abnormal fetal morphology","HP:0034058","1","0","311","235","5","5080","9971,84720,5313,23169,1317"
"HP","Fetal anomaly","HP:0034057","1","0","576","235","10","5080","9971,84720,816,773,6843,5313,284111,23169,1317,127833"
"HP","Peripheral cyanosis","HP:0034033","1","0","38","235","2","5080","189,10144"
"HP","Anti-dsDNA antibody positivity","HP:0020151","1","0","33","235","1","5080","221895"
"HP","Abnormal vas deferens morphology","HP:0012872","1","0","22","235","1","5080","6928"
"HP","Abnormal sperm tail morphology","HP:0012868","1","0","48","235","1","5080","144132"
"HP","Anti-phosphatidic acid antibody positivity","HP:0034096","1","0","29","235","1","5080","221895"
"HP","Abnormal sperm morphology","HP:0012864","1","0","71","235","1","5080","144132"
"HP","Cerebral white matter atrophy","HP:0012762","1","0","54","235","1","5080","6311"
"HP","Orthopnea","HP:0012764","1","0","106","235","5","5080","6311,5446,5444,1610,10891"
"HP","Abnormal placental size","HP:0012767","1","0","16","235","1","5080","8788"
"HP","Abnormal arm span","HP:0012769","1","0","11","235","1","5080","4094"
"HP","Flexion contracture of finger","HP:0012785","1","0","243","235","5","5080","9935,91252,8788,6999,64840"
"HP","Abnormal optic disc morphology","HP:0012795","1","0","769","235","12","5080","9420,773,7466,64840,6239,56172,5105,5080,3098,284111,189,170302"
"HP","Phalangeal cone-shaped epiphyses","HP:0034281","1","0","32","235","1","5080","4882"
"HP","Gastrointestinal ulcer","HP:0034274","1","0","52","235","2","5080","7466,1030"
"HP","Reflex seizure","HP:0020207","1","0","22","235","1","5080","57094"
"HP","Proboscis","HP:0012806","1","0","21","235","1","5080","6496"
"HP","Closed neural tube defect","HP:0034238","1","0","61","235","2","5080","6239,2132"
"HP","Hypoplastic female external genitalia","HP:0012815","1","0","66","235","2","5080","64840,2100"
"HP","Open neural tube defect","HP:0034237","1","0","152","235","3","5080","81788,6496,64840"
"HP","Retinal vascular tortuosity","HP:0012841","1","0","57","235","3","5080","6239,51085,5080"
"HP","Second trimester onset","HP:0034198","1","0","52","235","2","5080","90993,745"
"HP","Abnormal germ cell morphology","HP:0012862","1","0","72","235","1","5080","144132"
"HP","Abnormal male germ cell morphology","HP:0012863","1","0","72","235","1","5080","144132"
"HP","Aplasia/Hypoplasia of facial bones","HP:0034261","1","0","57","235","1","5080","6496"
"HP","Seizure precipitated by febrile infection","HP:0032894","1","0","148","235","5","5080","8912,773,57094,4094,170302"
"HP","Visually-induced seizure","HP:0020216","1","0","18","235","1","5080","57094"
"HP","Reduced progressive sperm motility","HP:0034011","1","0","23","235","1","5080","144132"
"HP","Abnormal circulating estrogen level","HP:0025132","1","0","64","235","3","5080","3952,2100,2099"
"HP","Abnormal serum estradiol","HP:0025133","1","0","63","235","3","5080","3952,2100,2099"
"HP","Increased serum estradiol","HP:0025134","1","0","9","235","1","5080","2099"
"HP","Thin corpus callosum","HP:0033725","1","0","871","235","22","5080","84842,84504,7360,6844,6496,64840,6095,57582,57178,56246,5080,5053,4774,4094,3170,3098,2806,2678,170302,127833,113612,111"
"HP","Chills","HP:0025143","1","0","21","235","1","5080","286"
"HP","Abnormal muscle fiber-type distribution","HP:0033684","1","0","82","235","1","5080","3156"
"HP","Acute coronary syndrome","HP:0033678","1","0","112","235","5","5080","63036,3784,3081,255738,10019"
"HP","Left ventricular systolic dysfunction","HP:0025169","1","0","89","235","1","5080","7276"
"HP","Honeycomb lung","HP:0025175","1","0","13","235","1","5080","10144"
"HP","Ground-glass opacification","HP:0025179","1","0","23","235","1","5080","10144"
"HP","Marcus Gunn jaw winking synkinesis","HP:0025186","1","0","13","235","1","5080","9935"
"HP","Abnormal circulating apolipoprotein concentration","HP:0025201","1","0","9","235","1","5080","4547"
"HP","Sleep paralysis","HP:0025233","1","0","10","235","1","5080","3060"
"HP","Parasomnia","HP:0025234","1","0","45","235","2","5080","57582,3060"
"HP","Confusional arousal","HP:0025237","1","0","9","235","1","5080","57582"
"HP","Cutaneous cyst","HP:0025245","1","0","25","235","1","5080","3110"
"HP","Stuttering","HP:0025268","1","0","18","235","1","5080","6999"
"HP","Lupus nephritis","HP:0033726","1","0","31","235","1","5080","221895"
"HP","Abnormal exteroceptive sensation","HP:0033747","1","0","256","235","7","5080","84842,84504,773,7066,57462,3098,10019"
"HP","Fetal distress","HP:0025116","1","0","65","235","1","5080","816"
"HP","Hypoesthesia","HP:0033748","1","0","26","235","1","5080","57462"
"HP","Clonic seizure","HP:0020221","1","0","83","235","3","5080","57582,170302,162417"
"HP","Abnormal intrarenal artery morphology","HP:0033836","1","0","27","235","2","5080","51085,255738"
"HP","Abnormal renal vascular morphology","HP:0033835","1","0","28","235","2","5080","51085,255738"
"HP","Abnormal vascular morphology","HP:0025015","1","0","1165","235","50","5080","92579,91252,8788,84720,83854,79068,776,7466,745,7276,7066,6496,64840,63036,6239,5950,57582,57178,5468,5346,51085,50940,5053,5009,4774,4351,4094,3990,3931,336,3110,3081,3053,2997,286,255738,2548,2266,2244,2243,2165,2155,2132,2099,189,170302,162417,1581,116519,10019"
"HP","Abnormal erythrocyte sedimentation rate","HP:0025021","1","0","78","235","1","5080","4547"
"HP","Malaise","HP:0033834","1","0","44","235","1","5080","221895"
"HP","Abnormal circulating sex hormone concentration","HP:0033799","1","0","120","235","6","5080","56246,55630,3952,3643,2100,2099"
"HP","Abnormal enteric nervous system morphology","HP:0025028","1","0","151","235","7","5080","84720,7299,7276,6720,6239,25970,170302"
"HP","Motor seizure","HP:0020219","1","0","442","235","14","5080","816,776,773,6833,57582,56246,3767,3651,3630,3098,2645,23261,170302,162417"
"HP","Abnormal leukocyte physiology","HP:0033796","1","0","326","235","4","5080","6777,6239,55630,3952"
"HP","Abnormal digestive system morphology","HP:0025033","1","0","1046","235","39","5080","9935,9420,92579,8788,84720,7466,745,7299,7276,6928,6777,6720,6555,6496,64840,6239,55532,5261,5122,51085,50940,5053,4351,3938,3670,3643,3110,25970,23261,222546,2165,2132,1807,170302,169792,127833,113220,10747,1030"
"HP","Abnormal brain lactate level by MRS","HP:0025045","1","0","41","235","2","5080","84842,64116"
"HP","Abnormal mean corpuscular volume","HP:0025065","1","0","62","235","1","5080","164656"
